fold,bin_idx,bin_left,bin_right,mean_norm_price
5,9,0.45,0.5,0.36182076723798934
5,10,0.5,0.55,0.24698793660943053
5,11,0.55,0.6000000000000001,0.24032165750205217
5,12,0.6000000000000001,0.65,0.21957651633717973
5,13,0.65,0.7000000000000001,0.200417770035387
5,14,0.7000000000000001,0.75,0.23870627801651462
5,15,0.75,0.8,0.18356173711633472
5,16,0.8,0.8500000000000001,0.2256500317849776
5,17,0.8500000000000001,0.9,0.20834525881239932
5,18,0.9,0.9500000000000001,0.321874253676548
5,19,0.9500000000000001,1.0,0.3586029545883766
5,20,1.0,1.05,0.4356456485845892
5,21,1.05,1.1,0.4485261016752219
5,22,1.1,1.1500000000000001,0.3145350613485728
5,23,1.1500000000000001,1.2000000000000002,0.261918335484256
5,24,1.2000000000000002,1.25,0.10798669684973711
5,25,1.25,1.3,0.0932609948442745
5,26,1.3,1.35,0.4253599202121436
5,27,1.35,1.4000000000000001,0.3019564996645771
5,28,1.4000000000000001,1.4500000000000002,0.028720493164956985
5,29,1.4500000000000002,1.5,-0.01676178132150326
6,0,0.0,0.05,0.6935302103209551
6,1,0.05,0.1,0.8461755390539661
6,2,0.1,0.15000000000000002,0.8063062270276895
6,3,0.15000000000000002,0.2,0.7530903011266142
6,4,0.2,0.25,0.6917935362666989
6,5,0.25,0.30000000000000004,0.5797493353145452
6,6,0.30000000000000004,0.35000000000000003,0.5201366976082956
