fold,arm,own_tau,date,station_code,price,litres,spend_cents,emergency
6,always_buy,,2023-03-05,585,179.5,25.0,4487.5,False
6,always_buy,,2023-03-12,585,178.9,25.0,4472.5,False
6,always_buy,,2023-03-19,585,209.9,25.0,5247.5,False
6,always_buy,,2023-03-26,585,209.9,25.0,5247.5,False
6,always_buy,,2023-04-02,585,205.9,25.0,5147.5,False
6,always_buy,,2023-04-09,585,199.9,25.0,4997.5,False
6,always_buy,,2023-04-16,585,199.9,25.0,4997.5,False
6,always_buy,,2023-04-23,585,186.5,25.0,4662.5,False
6,always_buy,,2023-01-29,261,163.9,25.0,4097.5,False
6,always_buy,,2023-02-05,261,209.9,25.0,5247.5,False
6,always_buy,,2023-02-12,261,207.9,25.0,5197.5,False
6,always_buy,,2023-02-19,261,197.9,25.0,4947.5,False
6,always_buy,,2023-02-26,261,183.9,25.0,4597.5,False
6,always_buy,,2023-03-05,261,175.9,25.0,4397.5,False
6,always_buy,,2023-03-12,261,177.9,25.0,4447.5,False
6,always_buy,,2023-03-19,261,177.9,25.0,4447.5,False
6,always_buy,,2023-03-26,261,209.9,25.0,5247.5,False
6,always_buy,,2023-04-02,261,199.9,25.0,4997.5,False
6,always_buy,,2023-04-09,261,199.9,25.0,4997.5,False
6,always_buy,,2023-04-16,261,195.9,25.0,4897.5,False
6,always_buy,,2023-04-23,261,179.7,25.0,4492.5,False
6,R0_54,0.25,2023-02-05,414,185.9,25.0,4647.5,True
6,R0_54,0.25,2023-02-12,414,185.9,25.0,4647.5,True
6,R0_54,0.25,2023-02-19,414,185.9,25.0,4647.5,True
6,R0_54,0.25,2023-02-26,414,185.9,25.0,4647.5,True
6,R0_54,0.25,2023-03-05,414,185.9,25.0,4647.5,True
6,R0_54,0.25,2023-03-12,414,185.9,50.0,9295.0,False
6,R0_54,0.25,2023-03-26,414,185.9,25.0,4647.5,True
6,R0_54,0.25,2023-04-02,414,185.9,25.0,4647.5,True
6,R0_54,0.25,2023-04-09,414,185.9,25.0,4647.5,True
6,R0_54,0.25,2023-04-16,414,185.9,25.0,4647.5,True
6,R0_54,0.25,2023-04-23,414,185.9,25.0,4647.5,True
6,R0_54,0.25,2023-01-29,18517,179.9,25.0,4497.5,False
6,R0_54,0.25,2023-02-12,18517,209.9,25.0,5247.5,True
6,R0_54,0.25,2023-02-19,18517,205.9,25.0,5147.5,True
6,R0_54,0.25,2023-02-26,18517,197.9,25.0,4947.5,True
6,R0_54,0.25,2023-03-05,18517,185.9,25.0,4647.5,True
6,R0_54,0.25,2023-03-12,18517,177.9,50.0,8895.0,False
6,R0_54,0.25,2023-03-26,18517,209.9,25.0,5247.5,True
6,R0_54,0.25,2023-04-02,18517,207.9,25.0,5197.5,True
6,R0_54,0.25,2023-04-09,18517,205.9,25.0,5147.5,True
6,R0_54,0.25,2023-04-16,18517,203.9,25.0,5097.5,True
6,R0_54,0.25,2023-04-23,18517,195.9,25.0,4897.5,True
6,R0_54,0.25,2023-01-29,429,168.9,25.0,4222.5,False
6,R0_54,0.25,2023-02-12,429,207.9,25.0,5197.5,True
6,R0_54,0.25,2023-02-19,429,201.9,25.0,5047.5,True
6,R0_54,0.25,2023-02-26,429,193.9,25.0,4847.5,True
6,R0_54,0.25,2023-03-05,429,177.9,50.0,8895.0,False
6,R0_54,0.25,2023-03-12,429,175.9,25.0,4397.5,False
6,R0_54,0.25,2023-03-19,429,177.9,25.0,4447.5,False
6,R0_54,0.25,2023-04-02,429,205.9,25.0,5147.5,True
6,R0_54,0.25,2023-04-09,429,199.9,25.0,4997.5,True
6,R0_54,0.25,2023-04-16,429,196.9,25.0,4922.5,True
6,R0_54,0.25,2023-04-23,429,186.5,25.0,4662.5,True
6,R0_54,0.25,2023-01-29,585,169.4,25.0,4235.0,False
6,R0_54,0.25,2023-02-12,585,209.9,25.0,5247.5,True
6,R0_54,0.25,2023-02-19,585,202.9,25.0,5072.5,True
6,R0_54,0.25,2023-02-26,585,194.5,25.0,4862.5,True
6,R0_54,0.25,2023-03-05,585,179.5,50.0,8975.0,False
6,R0_54,0.25,2023-03-12,585,178.9,25.0,4472.5,False
6,R0_54,0.25,2023-03-26,585,209.9,25.0,5247.5,True
6,R0_54,0.25,2023-04-02,585,205.9,25.0,5147.5,True
6,R0_54,0.25,2023-04-09,585,199.9,25.0,4997.5,True
6,R0_54,0.25,2023-04-16,585,199.9,25.0,4997.5,True
6,R0_54,0.25,2023-04-23,585,186.5,25.0,4662.5,True
6,R0_54,0.25,2023-01-29,261,163.9,25.0,4097.5,False
6,R0_54,0.25,2023-02-12,261,207.9,25.0,5197.5,True
6,R0_54,0.25,2023-02-19,261,197.9,25.0,4947.5,True
6,R0_54,0.25,2023-02-26,261,183.9,25.0,4597.5,True
6,R0_54,0.25,2023-03-05,261,175.9,50.0,8795.0,False
6,R0_54,0.25,2023-03-12,261,177.9,25.0,4447.5,False
6,R0_54,0.25,2023-03-19,261,177.9,25.0,4447.5,False
6,R0_54,0.25,2023-04-02,261,199.9,25.0,4997.5,True
6,R0_54,0.25,2023-04-09,261,199.9,25.0,4997.5,True
6,R0_54,0.25,2023-04-16,261,195.9,25.0,4897.5,True
6,R0_54,0.25,2023-04-23,261,179.7,50.0,8985.0,False
6,cand_54,0.25,2023-02-05,414,185.9,25.0,4647.5,True
6,cand_54,0.25,2023-02-12,414,185.9,25.0,4647.5,True
6,cand_54,0.25,2023-02-19,414,185.9,25.0,4647.5,True
6,cand_54,0.25,2023-02-26,414,185.9,25.0,4647.5,True
6,cand_54,0.25,2023-03-05,414,185.9,25.0,4647.5,True
6,cand_54,0.25,2023-03-12,414,185.9,50.0,9295.0,False
6,cand_54,0.25,2023-03-19,414,185.9,25.0,4647.5,False
6,cand_54,0.25,2023-04-02,414,185.9,25.0,4647.5,True
6,cand_54,0.25,2023-04-09,414,185.9,25.0,4647.5,True
6,cand_54,0.25,2023-04-16,414,185.9,25.0,4647.5,True
6,cand_54,0.25,2023-04-23,414,185.9,25.0,4647.5,True
6,cand_54,0.25,2023-01-29,18517,179.9,25.0,4497.5,False
6,cand_54,0.25,2023-02-12,18517,209.9,25.0,5247.5,True
6,cand_54,0.25,2023-02-19,18517,205.9,25.0,5147.5,True
6,cand_54,0.25,2023-02-26,18517,197.9,25.0,4947.5,True
6,cand_54,0.25,2023-03-05,18517,185.9,25.0,4647.5,True
6,cand_54,0.25,2023-03-12,18517,177.9,50.0,8895.0,False
6,cand_54,0.25,2023-03-26,18517,209.9,25.0,5247.5,True
6,cand_54,0.25,2023-04-02,18517,207.9,25.0,5197.5,True
6,cand_54,0.25,2023-04-09,18517,205.9,25.0,5147.5,True
6,cand_54,0.25,2023-04-16,18517,203.9,25.0,5097.5,True
6,cand_54,0.25,2023-04-23,18517,195.9,25.0,4897.5,True
6,cand_54,0.25,2023-01-29,429,168.9,25.0,4222.5,False
6,cand_54,0.25,2023-02-12,429,207.9,25.0,5197.5,True
6,cand_54,0.25,2023-02-19,429,201.9,25.0,5047.5,True
6,cand_54,0.25,2023-02-26,429,193.9,25.0,4847.5,True
6,cand_54,0.25,2023-03-05,429,177.9,50.0,8895.0,False
6,cand_54,0.25,2023-03-12,429,175.9,25.0,4397.5,False
6,cand_54,0.25,2023-03-19,429,177.9,25.0,4447.5,False
6,cand_54,0.25,2023-04-02,429,205.9,25.0,5147.5,True
6,cand_54,0.25,2023-04-09,429,199.9,25.0,4997.5,True
6,cand_54,0.25,2023-04-16,429,196.9,25.0,4922.5,True
6,cand_54,0.25,2023-04-23,429,186.5,25.0,4662.5,True
6,cand_54,0.25,2023-01-29,585,169.4,25.0,4235.0,False
6,cand_54,0.25,2023-02-12,585,209.9,25.0,5247.5,True
6,cand_54,0.25,2023-02-19,585,202.9,25.0,5072.5,True
6,cand_54,0.25,2023-02-26,585,194.5,25.0,4862.5,True
6,cand_54,0.25,2023-03-05,585,179.5,50.0,8975.0,False
6,cand_54,0.25,2023-03-12,585,178.9,25.0,4472.5,False
6,cand_54,0.25,2023-03-26,585,209.9,25.0,5247.5,True
6,cand_54,0.25,2023-04-02,585,205.9,25.0,5147.5,True
6,cand_54,0.25,2023-04-09,585,199.9,25.0,4997.5,True
6,cand_54,0.25,2023-04-16,585,199.9,25.0,4997.5,True
6,cand_54,0.25,2023-04-23,585,186.5,25.0,4662.5,True
6,cand_54,0.25,2023-01-29,261,163.9,25.0,4097.5,False
6,cand_54,0.25,2023-02-12,261,207.9,25.0,5197.5,True
6,cand_54,0.25,2023-02-19,261,197.9,25.0,4947.5,True
6,cand_54,0.25,2023-02-26,261,183.9,25.0,4597.5,True
6,cand_54,0.25,2023-03-05,261,175.9,50.0,8795.0,False
6,cand_54,0.25,2023-03-12,261,177.9,25.0,4447.5,False
6,cand_54,0.25,2023-03-19,261,177.9,25.0,4447.5,False
6,cand_54,0.25,2023-04-02,261,199.9,25.0,4997.5,True
6,cand_54,0.25,2023-04-09,261,199.9,25.0,4997.5,True
6,cand_54,0.25,2023-04-16,261,195.9,25.0,4897.5,True
6,cand_54,0.25,2023-04-23,261,179.7,25.0,4492.5,True
6,R0_64,0.25,2023-02-05,414,185.9,25.0,4647.5,True
6,R0_64,0.25,2023-02-12,414,185.9,25.0,4647.5,True
6,R0_64,0.25,2023-02-19,414,185.9,25.0,4647.5,True
6,R0_64,0.25,2023-02-26,414,185.9,25.0,4647.5,True
6,R0_64,0.25,2023-03-05,414,185.9,25.0,4647.5,True
6,R0_64,0.25,2023-03-12,414,185.9,50.0,9295.0,False
6,R0_64,0.25,2023-03-26,414,185.9,25.0,4647.5,True
6,R0_64,0.25,2023-04-02,414,185.9,25.0,4647.5,True
6,R0_64,0.25,2023-04-09,414,185.9,25.0,4647.5,True
6,R0_64,0.25,2023-04-16,414,185.9,25.0,4647.5,True
6,R0_64,0.25,2023-04-23,414,185.9,25.0,4647.5,True
6,R0_64,0.25,2023-01-29,18517,179.9,25.0,4497.5,False
6,R0_64,0.25,2023-02-12,18517,209.9,25.0,5247.5,True
6,R0_64,0.25,2023-02-19,18517,205.9,25.0,5147.5,True
6,R0_64,0.25,2023-02-26,18517,197.9,25.0,4947.5,True
6,R0_64,0.25,2023-03-05,18517,185.9,25.0,4647.5,True
6,R0_64,0.25,2023-03-12,18517,177.9,50.0,8895.0,False
6,R0_64,0.25,2023-03-26,18517,209.9,25.0,5247.5,True
6,R0_64,0.25,2023-04-02,18517,207.9,25.0,5197.5,True
6,R0_64,0.25,2023-04-09,18517,205.9,25.0,5147.5,True
6,R0_64,0.25,2023-04-16,18517,203.9,25.0,5097.5,True
6,R0_64,0.25,2023-04-23,18517,195.9,25.0,4897.5,True
6,R0_64,0.25,2023-01-29,429,168.9,25.0,4222.5,False
6,R0_64,0.25,2023-02-12,429,207.9,25.0,5197.5,True
6,R0_64,0.25,2023-02-19,429,201.9,25.0,5047.5,True
6,R0_64,0.25,2023-02-26,429,193.9,25.0,4847.5,True
6,R0_64,0.25,2023-03-05,429,177.9,50.0,8895.0,False
6,R0_64,0.25,2023-03-12,429,175.9,25.0,4397.5,False
6,R0_64,0.25,2023-03-19,429,177.9,25.0,4447.5,False
6,R0_64,0.25,2023-04-02,429,205.9,25.0,5147.5,True
6,R0_64,0.25,2023-04-09,429,199.9,25.0,4997.5,True
6,R0_64,0.25,2023-04-16,429,196.9,25.0,4922.5,True
6,R0_64,0.25,2023-04-23,429,186.5,25.0,4662.5,True
6,R0_64,0.25,2023-01-29,585,169.4,25.0,4235.0,False
6,R0_64,0.25,2023-02-12,585,209.9,25.0,5247.5,True
6,R0_64,0.25,2023-02-19,585,202.9,25.0,5072.5,True
6,R0_64,0.25,2023-02-26,585,194.5,25.0,4862.5,True
6,R0_64,0.25,2023-03-05,585,179.5,50.0,8975.0,False
6,R0_64,0.25,2023-03-12,585,178.9,25.0,4472.5,False
6,R0_64,0.25,2023-03-26,585,209.9,25.0,5247.5,True
6,R0_64,0.25,2023-04-02,585,205.9,25.0,5147.5,True
6,R0_64,0.25,2023-04-09,585,199.9,25.0,4997.5,True
6,R0_64,0.25,2023-04-16,585,199.9,25.0,4997.5,True
6,R0_64,0.25,2023-04-23,585,186.5,25.0,4662.5,True
6,R0_64,0.25,2023-01-29,261,163.9,25.0,4097.5,False
6,R0_64,0.25,2023-02-12,261,207.9,25.0,5197.5,True
6,R0_64,0.25,2023-02-19,261,197.9,25.0,4947.5,True
6,R0_64,0.25,2023-02-26,261,183.9,25.0,4597.5,True
6,R0_64,0.25,2023-03-05,261,175.9,50.0,8795.0,False
6,R0_64,0.25,2023-03-12,261,177.9,25.0,4447.5,False
6,R0_64,0.25,2023-03-19,261,177.9,25.0,4447.5,False
6,R0_64,0.25,2023-04-02,261,199.9,25.0,4997.5,True
6,R0_64,0.25,2023-04-09,261,199.9,25.0,4997.5,True
6,R0_64,0.25,2023-04-16,261,195.9,25.0,4897.5,True
6,R0_64,0.25,2023-04-23,261,179.7,25.0,4492.5,True
7,always_buy,,2023-04-29,414,185.9,25.0,4647.5,False
7,always_buy,,2023-05-06,414,185.9,25.0,4647.5,False
7,always_buy,,2023-05-13,414,185.9,25.0,4647.5,False
7,always_buy,,2023-05-20,414,185.9,25.0,4647.5,False
7,always_buy,,2023-05-27,414,165.9,25.0,4147.5,False
7,always_buy,,2023-06-03,414,165.9,25.0,4147.5,False
7,always_buy,,2023-06-10,414,165.9,25.0,4147.5,False
7,always_buy,,2023-06-17,414,165.9,25.0,4147.5,False
7,always_buy,,2023-06-24,414,165.9,25.0,4147.5,False
7,always_buy,,2023-07-01,414,165.9,25.0,4147.5,False
7,always_buy,,2023-07-08,414,165.9,25.0,4147.5,False
7,always_buy,,2023-07-15,414,165.9,25.0,4147.5,False
7,always_buy,,2023-07-22,414,179.9,25.0,4497.5,False
7,always_buy,,2023-04-29,18517,186.9,25.0,4672.5,False
7,always_buy,,2023-05-06,18517,179.9,25.0,4497.5,False
7,always_buy,,2023-05-13,18517,169.9,25.0,4247.5,False
7,always_buy,,2023-05-20,18517,169.9,25.0,4247.5,False
7,always_buy,,2023-05-27,18517,205.9,25.0,5147.5,False
7,always_buy,,2023-06-03,18517,203.9,25.0,5097.5,False
7,always_buy,,2023-06-10,18517,203.9,25.0,5097.5,False
7,always_buy,,2023-06-17,18517,192.9,25.0,4822.5,False
7,always_buy,,2023-06-24,18517,187.9,25.0,4697.5,False
7,always_buy,,2023-07-01,18517,173.9,25.0,4347.5,False
7,always_buy,,2023-07-08,18517,207.9,25.0,5197.5,False
7,always_buy,,2023-07-15,18517,207.9,25.0,5197.5,False
7,always_buy,,2023-07-22,18517,195.9,25.0,4897.5,False
7,always_buy,,2023-04-29,429,182.5,25.0,4562.5,False
7,always_buy,,2023-05-06,429,176.5,25.0,4412.5,False
7,always_buy,,2023-05-13,429,168.9,25.0,4222.5,False
7,always_buy,,2023-05-20,429,164.9,25.0,4122.5,False
7,always_buy,,2023-05-27,429,165.9,25.0,4147.5,False
7,always_buy,,2023-06-03,429,199.9,25.0,4997.5,False
7,always_buy,,2023-06-10,429,193.9,25.0,4847.5,False
7,always_buy,,2023-06-17,429,186.5,25.0,4662.5,False
7,always_buy,,2023-06-24,429,176.9,25.0,4422.5,False
7,always_buy,,2023-07-01,429,166.9,25.0,4172.5,False
7,always_buy,,2023-07-08,429,206.9,25.0,5172.5,False
7,always_buy,,2023-07-15,429,205.9,25.0,5147.5,False
7,always_buy,,2023-07-22,429,193.9,25.0,4847.5,False
7,always_buy,,2023-04-29,585,182.9,25.0,4572.5,False
7,always_buy,,2023-05-06,585,176.7,25.0,4417.5,False
7,always_buy,,2023-05-13,585,170.9,25.0,4272.5,False
7,always_buy,,2023-05-20,585,166.9,25.0,4172.5,False
7,always_buy,,2023-05-27,585,205.9,25.0,5147.5,False
7,always_buy,,2023-06-03,585,205.9,25.0,5147.5,False
7,always_buy,,2023-06-10,585,197.9,25.0,4947.5,False
7,always_buy,,2023-06-17,585,188.5,25.0,4712.5,False
7,always_buy,,2023-06-24,585,176.9,25.0,4422.5,False
7,always_buy,,2023-07-01,585,166.9,25.0,4172.5,False
7,always_buy,,2023-07-08,585,207.9,25.0,5197.5,False
7,always_buy,,2023-07-15,585,203.9,25.0,5097.5,False
7,always_buy,,2023-07-22,585,193.9,25.0,4847.5,False
7,always_buy,,2023-04-29,261,176.9,25.0,4422.5,False
7,always_buy,,2023-05-06,261,171.7,25.0,4292.5,False
7,always_buy,,2023-05-13,261,167.9,25.0,4197.5,False
7,always_buy,,2023-05-20,261,161.9,25.0,4047.5,False
7,always_buy,,2023-05-27,261,159.9,25.0,3997.5,False
7,always_buy,,2023-06-03,261,205.9,25.0,5147.5,False
7,always_buy,,2023-06-10,261,197.9,25.0,4947.5,False
7,always_buy,,2023-06-17,261,181.9,25.0,4547.5,False
7,always_buy,,2023-06-24,261,177.5,25.0,4437.5,False
7,always_buy,,2023-07-01,261,161.9,25.0,4047.5,False
7,always_buy,,2023-07-08,261,207.9,25.0,5197.5,False
7,always_buy,,2023-07-15,261,195.9,25.0,4897.5,False
7,always_buy,,2023-07-22,261,189.9,25.0,4747.5,False
7,R0_54,0.25,2023-05-06,414,185.9,50.0,9295.0,False
7,R0_54,0.25,2023-05-13,414,185.9,25.0,4647.5,False
7,R0_54,0.25,2023-05-20,414,185.9,25.0,4647.5,False
7,R0_54,0.25,2023-05-27,414,165.9,25.0,4147.5,False
7,R0_54,0.25,2023-06-03,414,165.9,25.0,4147.5,False
7,R0_54,0.25,2023-06-17,414,165.9,25.0,4147.5,True
7,R0_54,0.25,2023-06-24,414,165.9,50.0,8295.0,False
7,R0_54,0.25,2023-07-01,414,165.9,25.0,4147.5,False
7,R0_54,0.25,2023-07-08,414,165.9,25.0,4147.5,False
7,R0_54,0.25,2023-07-15,414,165.9,25.0,4147.5,False
7,R0_54,0.25,2023-04-29,18517,186.9,25.0,4672.5,False
7,R0_54,0.25,2023-05-06,18517,179.9,25.0,4497.5,False
7,R0_54,0.25,2023-05-13,18517,169.9,25.0,4247.5,False
7,R0_54,0.25,2023-05-20,18517,169.9,25.0,4247.5,False
7,R0_54,0.25,2023-06-03,18517,203.9,25.0,5097.5,True
7,R0_54,0.25,2023-06-10,18517,203.9,25.0,5097.5,True
7,R0_54,0.25,2023-06-17,18517,192.9,25.0,4822.5,True
7,R0_54,0.25,2023-06-24,18517,187.9,25.0,4697.5,True
7,R0_54,0.25,2023-07-01,18517,173.9,50.0,8695.0,False
7,R0_54,0.25,2023-07-15,18517,207.9,25.0,5197.5,True
7,R0_54,0.25,2023-07-22,18517,195.9,25.0,4897.5,True
7,R0_54,0.25,2023-05-06,429,176.5,50.0,8825.0,False
7,R0_54,0.25,2023-05-13,429,168.9,25.0,4222.5,False
7,R0_54,0.25,2023-05-20,429,164.9,25.0,4122.5,False
7,R0_54,0.25,2023-05-27,429,165.9,25.0,4147.5,False
7,R0_54,0.25,2023-06-10,429,193.9,25.0,4847.5,True
7,R0_54,0.25,2023-06-17,429,186.5,25.0,4662.5,True
7,R0_54,0.25,2023-06-24,429,176.9,50.0,8845.0,False
7,R0_54,0.25,2023-07-01,429,166.9,25.0,4172.5,False
7,R0_54,0.25,2023-07-15,429,205.9,25.0,5147.5,True
7,R0_54,0.25,2023-07-22,429,193.9,25.0,4847.5,True
7,R0_54,0.25,2023-05-06,585,176.7,50.0,8835.0,False
7,R0_54,0.25,2023-05-13,585,170.9,25.0,4272.5,False
7,R0_54,0.25,2023-05-20,585,166.9,25.0,4172.5,False
7,R0_54,0.25,2023-06-03,585,205.9,25.0,5147.5,True
7,R0_54,0.25,2023-06-10,585,197.9,25.0,4947.5,True
7,R0_54,0.25,2023-06-17,585,188.5,25.0,4712.5,True
7,R0_54,0.25,2023-06-24,585,176.9,50.0,8845.0,False
7,R0_54,0.25,2023-07-01,585,166.9,25.0,4172.5,False
7,R0_54,0.25,2023-07-15,585,203.9,25.0,5097.5,True
7,R0_54,0.25,2023-07-22,585,193.9,25.0,4847.5,True
7,R0_54,0.25,2023-04-29,261,176.9,25.0,4422.5,False
7,R0_54,0.25,2023-05-06,261,171.7,25.0,4292.5,False
7,R0_54,0.25,2023-05-13,261,167.9,25.0,4197.5,False
7,R0_54,0.25,2023-05-20,261,161.9,25.0,4047.5,False
7,R0_54,0.25,2023-05-27,261,159.9,25.0,3997.5,False
7,R0_54,0.25,2023-06-10,261,197.9,25.0,4947.5,True
7,R0_54,0.25,2023-06-17,261,181.9,25.0,4547.5,True
7,R0_54,0.25,2023-06-24,261,177.5,25.0,4437.5,True
7,R0_54,0.25,2023-07-01,261,161.9,50.0,8095.0,False
7,R0_54,0.25,2023-07-15,261,195.9,25.0,4897.5,True
7,R0_54,0.25,2023-07-22,261,189.9,25.0,4747.5,True
7,cand_54,0.25,2023-05-06,414,185.9,25.0,4647.5,True
7,cand_54,0.25,2023-05-13,414,185.9,50.0,9295.0,False
7,cand_54,0.25,2023-05-20,414,185.9,25.0,4647.5,False
7,cand_54,0.25,2023-05-27,414,165.9,25.0,4147.5,False
7,cand_54,0.25,2023-06-03,414,165.9,25.0,4147.5,False
7,cand_54,0.25,2023-06-17,414,165.9,25.0,4147.5,True
7,cand_54,0.25,2023-06-24,414,165.9,50.0,8295.0,False
7,cand_54,0.25,2023-07-01,414,165.9,25.0,4147.5,False
7,cand_54,0.25,2023-07-08,414,165.9,25.0,4147.5,False
7,cand_54,0.25,2023-07-15,414,165.9,25.0,4147.5,False
7,cand_54,0.25,2023-05-06,18517,179.9,50.0,8995.0,False
7,cand_54,0.25,2023-05-13,18517,169.9,25.0,4247.5,False
7,cand_54,0.25,2023-05-20,18517,169.9,25.0,4247.5,False
7,cand_54,0.25,2023-06-03,18517,203.9,25.0,5097.5,True
7,cand_54,0.25,2023-06-10,18517,203.9,25.0,5097.5,True
7,cand_54,0.25,2023-06-17,18517,192.9,25.0,4822.5,True
7,cand_54,0.25,2023-06-24,18517,187.9,25.0,4697.5,True
7,cand_54,0.25,2023-07-01,18517,173.9,50.0,8695.0,False
7,cand_54,0.25,2023-07-15,18517,207.9,25.0,5197.5,True
7,cand_54,0.25,2023-07-22,18517,195.9,25.0,4897.5,True
7,cand_54,0.25,2023-05-06,429,176.5,50.0,8825.0,False
7,cand_54,0.25,2023-05-13,429,168.9,25.0,4222.5,False
7,cand_54,0.25,2023-05-20,429,164.9,25.0,4122.5,False
7,cand_54,0.25,2023-05-27,429,165.9,25.0,4147.5,False
7,cand_54,0.25,2023-06-10,429,193.9,25.0,4847.5,True
7,cand_54,0.25,2023-06-17,429,186.5,25.0,4662.5,True
7,cand_54,0.25,2023-06-24,429,176.9,50.0,8845.0,False
7,cand_54,0.25,2023-07-01,429,166.9,25.0,4172.5,False
7,cand_54,0.25,2023-07-15,429,205.9,25.0,5147.5,True
7,cand_54,0.25,2023-07-22,429,193.9,25.0,4847.5,True
7,cand_54,0.25,2023-05-06,585,176.7,50.0,8835.0,False
7,cand_54,0.25,2023-05-13,585,170.9,25.0,4272.5,False
7,cand_54,0.25,2023-05-20,585,166.9,25.0,4172.5,False
7,cand_54,0.25,2023-06-03,585,205.9,25.0,5147.5,True
7,cand_54,0.25,2023-06-10,585,197.9,25.0,4947.5,True
7,cand_54,0.25,2023-06-17,585,188.5,25.0,4712.5,True
7,cand_54,0.25,2023-06-24,585,176.9,50.0,8845.0,False
7,cand_54,0.25,2023-07-01,585,166.9,25.0,4172.5,False
7,cand_54,0.25,2023-07-15,585,203.9,25.0,5097.5,True
7,cand_54,0.25,2023-07-22,585,193.9,25.0,4847.5,True
7,cand_54,0.25,2023-04-29,261,176.9,25.0,4422.5,False
7,cand_54,0.25,2023-05-06,261,171.7,25.0,4292.5,False
7,cand_54,0.25,2023-05-13,261,167.9,25.0,4197.5,False
7,cand_54,0.25,2023-05-20,261,161.9,25.0,4047.5,False
7,cand_54,0.25,2023-05-27,261,159.9,25.0,3997.5,False
7,cand_54,0.25,2023-06-10,261,197.9,25.0,4947.5,True
7,cand_54,0.25,2023-06-17,261,181.9,25.0,4547.5,True
7,cand_54,0.25,2023-06-24,261,177.5,25.0,4437.5,True
7,cand_54,0.25,2023-07-01,261,161.9,50.0,8095.0,False
7,cand_54,0.25,2023-07-15,261,195.9,25.0,4897.5,True
7,cand_54,0.25,2023-07-22,261,189.9,25.0,4747.5,True
7,R0_64,0.25,2023-05-06,414,185.9,25.0,4647.5,True
7,R0_64,0.25,2023-05-13,414,185.9,50.0,9295.0,False
7,R0_64,0.25,2023-05-20,414,185.9,25.0,4647.5,False
7,R0_64,0.25,2023-05-27,414,165.9,25.0,4147.5,False
7,R0_64,0.25,2023-06-03,414,165.9,25.0,4147.5,False
7,R0_64,0.25,2023-06-17,414,165.9,25.0,4147.5,True
7,R0_64,0.25,2023-06-24,414,165.9,50.0,8295.0,False
7,R0_64,0.25,2023-07-01,414,165.9,25.0,4147.5,False
7,R0_64,0.25,2023-07-08,414,165.9,25.0,4147.5,False
7,R0_64,0.25,2023-07-15,414,165.9,25.0,4147.5,False
7,R0_64,0.25,2023-04-29,18517,186.9,25.0,4672.5,False
7,R0_64,0.25,2023-05-06,18517,179.9,25.0,4497.5,False
7,R0_64,0.25,2023-05-13,18517,169.9,25.0,4247.5,False
7,R0_64,0.25,2023-05-20,18517,169.9,25.0,4247.5,False
7,R0_64,0.25,2023-06-03,18517,203.9,25.0,5097.5,True
7,R0_64,0.25,2023-06-10,18517,203.9,25.0,5097.5,True
7,R0_64,0.25,2023-06-17,18517,192.9,25.0,4822.5,True
7,R0_64,0.25,2023-06-24,18517,187.9,25.0,4697.5,True
7,R0_64,0.25,2023-07-01,18517,173.9,50.0,8695.0,False
7,R0_64,0.25,2023-07-15,18517,207.9,25.0,5197.5,True
7,R0_64,0.25,2023-07-22,18517,195.9,25.0,4897.5,True
7,R0_64,0.25,2023-05-06,429,176.5,50.0,8825.0,False
7,R0_64,0.25,2023-05-13,429,168.9,25.0,4222.5,False
7,R0_64,0.25,2023-05-20,429,164.9,25.0,4122.5,False
7,R0_64,0.25,2023-05-27,429,165.9,25.0,4147.5,False
7,R0_64,0.25,2023-06-10,429,193.9,25.0,4847.5,True
7,R0_64,0.25,2023-06-17,429,186.5,25.0,4662.5,True
7,R0_64,0.25,2023-06-24,429,176.9,50.0,8845.0,False
7,R0_64,0.25,2023-07-01,429,166.9,25.0,4172.5,False
7,R0_64,0.25,2023-07-15,429,205.9,25.0,5147.5,True
7,R0_64,0.25,2023-07-22,429,193.9,25.0,4847.5,True
7,R0_64,0.25,2023-05-06,585,176.7,50.0,8835.0,False
7,R0_64,0.25,2023-05-13,585,170.9,25.0,4272.5,False
7,R0_64,0.25,2023-05-20,585,166.9,25.0,4172.5,False
7,R0_64,0.25,2023-06-03,585,205.9,25.0,5147.5,True
7,R0_64,0.25,2023-06-10,585,197.9,25.0,4947.5,True
7,R0_64,0.25,2023-06-17,585,188.5,25.0,4712.5,True
7,R0_64,0.25,2023-06-24,585,176.9,50.0,8845.0,False
7,R0_64,0.25,2023-07-01,585,166.9,25.0,4172.5,False
7,R0_64,0.25,2023-07-15,585,203.9,25.0,5097.5,True
7,R0_64,0.25,2023-07-22,585,193.9,25.0,4847.5,True
7,R0_64,0.25,2023-04-29,261,176.9,25.0,4422.5,False
7,R0_64,0.25,2023-05-06,261,171.7,25.0,4292.5,False
7,R0_64,0.25,2023-05-13,261,167.9,25.0,4197.5,False
7,R0_64,0.25,2023-05-20,261,161.9,25.0,4047.5,False
7,R0_64,0.25,2023-05-27,261,159.9,25.0,3997.5,False
7,R0_64,0.25,2023-06-10,261,197.9,25.0,4947.5,True
7,R0_64,0.25,2023-06-17,261,181.9,25.0,4547.5,True
7,R0_64,0.25,2023-06-24,261,177.5,25.0,4437.5,True
7,R0_64,0.25,2023-07-01,261,161.9,50.0,8095.0,False
