,cycle_pct_through,cycle_days_since_peak,cycle_mean_length,cycle_last_min_cents,cycle_last_max_cents,cycle_peak_count,station_price_cents,station_minus_last_min_cents,station_minus_last_max_cents,station_minus_sydney_avg_cents,lga_mean_cents,station_minus_lga_mean_cents,brand_mean_cents,station_minus_brand_mean_cents,stickiness_score,days_since_trough_entry_bayside,days_since_trough_entry_blacktown,days_since_trough_entry_blue_mountains,days_since_trough_entry_botany_bay,days_since_trough_entry_burwood,days_since_trough_entry_camden,days_since_trough_entry_campbelltown,days_since_trough_entry_canada_bay,days_since_trough_entry_canterbury_bankstown,days_since_trough_entry_cumberland,days_since_trough_entry_fairfield,days_since_trough_entry_georges_river,days_since_trough_entry_hawkesbury,days_since_trough_entry_hornsby,days_since_trough_entry_hunters_hill,days_since_trough_entry_inner_west,days_since_trough_entry_ku_ring_gai,days_since_trough_entry_lane_cove,days_since_trough_entry_liverpool,days_since_trough_entry_mosman,days_since_trough_entry_north_sydney,days_since_trough_entry_northern_beaches,days_since_trough_entry_parramatta,days_since_trough_entry_penrith,days_since_trough_entry_randwick,days_since_trough_entry_rockdale,days_since_trough_entry_ryde,days_since_trough_entry_strathfield,days_since_trough_entry_sutherland_shire,days_since_trough_entry_sydney,days_since_trough_entry_the_hills_shire,days_since_trough_entry_waverley,days_since_trough_entry_willoughby,days_since_trough_entry_wollondilly,days_since_trough_entry_woollahra
days_since_trough_entry_camden,0.35650156273629086,0.29907183156141487,-0.09698776742980061,-0.23657242972257278,0.19581559246554048,-0.00432353856655546,0.11948823391440026,0.2769893444341168,0.09087793521754939,-0.05147943840747266,-0.21794858994664293,-0.006371662866295475,0.10279757400581208,-0.006407364400260807,0.013447362005431892,,0.4409787300459055,-0.000981627121803508,,0.4631044782217241,1.0,-0.17808287739933354,0.2796373018026664,0.40647857338808635,0.2006582696523591,-0.1686948036872345,0.33251177018697203,0.521718480162405,0.4469586939369908,,-0.4492930271185445,0.11671100973955173,,0.22384719536275047,0.012524405448869982,0.12945750521318009,0.13026862742009318,0.46450373493602215,0.27141958906700003,0.5732408449299624,-0.017005128126587558,0.23237379175131875,0.44182772589366465,0.05570281087061324,0.20702366773516792,-0.0051008487966144956,,0.07835711177036035,0.25934908909899296,0.40406759933613473
days_since_trough_entry_campbelltown,-0.05597001263044081,-0.1754835170670304,-0.1932640127035828,0.13494176329386673,0.17132455536608798,-0.18580945562437953,-0.07653170202337047,-0.09707140539681744,-0.04916887180404647,0.02408470724953965,0.07839059107369789,-0.03550413194811344,0.027489949183376855,-0.004988475720722929,0.09285732227337627,,0.10475844167964149,-0.168049680476522,,-0.02397982733297635,-0.17808287739933354,1.0,-0.2765636390104304,0.08392850368764654,-0.07073287309308994,0.21589136356678978,0.037891246156521424,-0.21952630037903675,0.11317068326774507,,-0.034703377462642536,-0.21649396258455447,,0.24234320758948705,0.30751187720455847,0.12747211652937604,0.10372234875724082,-0.15049047310575567,0.1141202137633917,-0.04476452041690077,0.2980586597837541,-0.12014064147869838,0.2639916501378573,-0.10429316380241371,0.11329384747900725,-0.015774751815219215,,-0.008698591998610013,-0.05201511653765056,0.15429819789018306
days_since_trough_entry_canada_bay,-0.2928992010055541,0.056387134736712384,0.5022337849682875,-0.15775226636761433,-0.20528889376366238,0.035995465917021685,0.3140368485512951,0.16977757188057646,0.2628620566345538,0.0821018181035841,-0.02490608249128956,-0.10064913612486374,0.30369905435228506,-0.10219918646443266,-0.019173815068344303,,-0.19029946467861805,0.3824124170923707,,-0.158831779540038,0.2796373018026664,-0.2765636390104304,1.0,-0.17156238946751373,0.4101948674082682,-0.5250728994390662,-0.08517712044550516,0.3933347536881975,-0.25510666608333266,,-0.005968775820606369,0.7176792400007378,,-0.4559666028533386,-0.4943801596403795,-0.5454485802146022,-0.24693374254175954,0.33944114347131543,-0.37128468296422484,0.004390556879916622,-0.5260425955149607,0.27539900436324394,-0.22358028788765003,0.3948382510855845,-0.49779876779863874,0.487028049523923,,0.4068759319236261,0.1650152463351957,-0.09928690251439062
days_since_trough_entry_canterbury_bankstown,0.19541544679435494,0.17093012396367893,-0.21014235769643527,-0.10009133459482282,0.2377446080982802,-0.05316548778230312,0.07639647941676238,0.19952119070831764,0.06379075990610114,-0.02865503140010042,-0.13076626293523047,0.038060702330905714,0.18871388023403618,0.05236072092878193,0.03810321429142204,,0.6440134432210365,-0.14906665887753068,,0.6371221285053952,0.40647857338808635,0.08392850368764654,-0.17156238946751373,1.0,0.0030508402956943475,0.05314399945106459,0.2887996476824601,0.26085528252325596,0.4608313072763436,,-0.4166679538591616,-0.14648059288212906,,0.5625501162085473,0.17890757147819492,0.39880031126639287,0.2461121047152786,0.3623281774297087,0.49048576087983964,0.34267514109207864,0.2939305621780742,-0.06930225392034307,0.6194369590062564,-0.02219914283723853,0.5125917699175305,-0.07537837954302115,,-0.012765474345054104,0.2277331128906262,0.07626056200493007
days_since_trough_entry_cumberland,0.13695865051437314,0.4494373288839718,0.47603015806743443,-0.07247666082346324,0.05077294198561918,0.06461030346073111,0.41420959533789514,0.45498043126600524,0.41231761885758117,0.011553034147042947,-0.30833651368077025,0.033009938559556015,0.4515235619627855,0.021866009738854175,0.025397341576970198,,-0.22279304127233904,0.5906582494414091,,-0.04687733248485475,0.2006582696523591,-0.07073287309308994,0.4101948674082682,0.0030508402956943475,1.0,-0.11565597744848354,0.11958120679528755,0.47245948471377247,0.0013547302994739883,,0.1065259407124571,0.5694119980882194,,-0.042784086944640275,-0.03675716817339135,-0.22167719864009947,-0.1598267716192781,0.525888442221234,-0.17283543713761584,0.18454351822194995,-0.054742347858861645,-0.00760664510975874,0.18741171682241137,0.3710619618675056,-0.1966089442568687,0.25791951636944976,,0.585907261627254,0.44477633293735086,0.040439285060659726
days_since_trough_entry_fairfield,0.29653186373013385,0.040703966316417185,-0.35300622727704334,0.08243540753996347,0.28140055791021146,-0.0028624747080357826,-0.07630133643678065,0.09560944050874534,-0.025676829686991944,-0.13057247656375726,-0.0952530162574407,0.17479048904202116,0.03800915272414159,0.10998242131499233,-0.01740456865334164,,0.06751248042102057,-0.2562801625928944,,0.28658181001796945,-0.1686948036872345,0.21589136356678978,-0.5250728994390662,0.05314399945106459,-0.11565597744848354,1.0,0.30461963743648096,-0.28884992759804623,0.3933045022032616,,0.09061461807358626,-0.42877634711645185,,0.23581535226752426,0.6388935927469205,0.5720353760250029,0.15719804240521565,-0.27089088653472626,0.43690279038376306,0.23158721311514693,0.6864059246958035,-0.14112981669589575,0.31351883280482845,-0.16544476645946196,0.4355548995888746,-0.34549366463588216,,-0.1821080514736546,0.11474435885265843,0.2612956863313071
days_since_trough_entry_georges_river,0.3835741120058908,0.25346879755046015,-0.24440195166454337,-0.23539891957824696,0.23242048320560205,-0.11844001695965999,0.0344898764441767,0.23424951029752755,0.08840577532293367,-0.02621752042401846,-0.16675086712177797,0.07649641711965618,0.14131559271414945,0.03948615479812633,0.025677401605024065,,0.17717062835910605,0.0009410697054522323,,0.3033224056486608,0.33251177018697203,0.037891246156521424,-0.08517712044550516,0.2887996476824601,0.11958120679528755,0.30461963743648096,1.0,0.25185458250722836,0.42494440599398264,,-0.12496562168450723,-0.10740172531164675,,0.18148791620978616,0.3914570820254228,0.23810504177932784,0.0978544337398602,0.27073311053140187,0.3159342403219893,0.41282368257218877,0.4662565866529059,-0.020634575198400677,0.4149578589450609,0.06389623250012397,0.25543859192905277,-0.3422503940128997,,0.002703736975974512,0.31463481381670233,0.5064413021201809
days_since_trough_entry_hawkesbury,0.41870220543306463,0.4929997128586166,0.18176882064706948,-0.36045918936472493,-0.11547818402414854,0.06040477823361227,0.16365647402883926,0.34005493641761986,0.1491095861693262,0.09304197749376686,-0.42302254768244724,-0.08135225904199093,0.19804821633088787,-0.06115449666488145,0.05469374547309169,,0.0719050695895428,0.46666567311542617,,0.20186874659688575,0.521718480162405,-0.21952630037903675,0.3933347536881975,0.26085528252325596,0.47245948471377247,-0.28884992759804623,0.25185458250722836,1.0,0.2150919676831118,,-0.19800943861454445,0.42195619334475265,,-0.01851716294173473,-0.12222808498858673,-0.07444735727839916,-0.07559941772044458,0.7189291175361275,0.11178678738994756,0.37936008678308286,-0.17798001356742552,0.07516545784064883,0.2643918028438016,0.3364530264848575,-0.00578261392272836,0.1277902802295043,,0.31472126269287987,0.2215538111073449,0.14718204414723
days_since_trough_entry_hornsby,0.5117914895181197,0.27594660020986633,-0.42339478301105277,-0.06524464061924397,0.4362883242738858,-0.1725780328673841,0.09003840489836745,0.33915716194121026,0.12818270985067132,-0.1474365504817341,-0.20593858462780223,0.19672026793870057,0.0732988836880711,0.1341788761393914,0.02583412179425032,,0.5018683474471077,-0.22072043613611256,,0.7048917049430127,0.4469586939369908,0.11317068326774507,-0.25510666608333266,0.4608313072763436,0.0013547302994739883,0.3933045022032616,0.42494440599398264,0.2150919676831118,1.0,,-0.389906777445112,-0.30566472823996,,0.40343973309674663,0.6729890676762079,0.6024286272456698,0.26848948007629453,0.16546672670299212,0.5111249182705464,0.6418295198671592,0.6091597779181362,0.003049030428901701,0.693411942474964,-0.11052514559011925,0.577427588880943,-0.2172077520650962,,-0.1388518361378386,0.23983958803112554,0.4983335728697526
days_since_trough_entry_hunters_hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
