cadence_days,always_cpl,model_cpl,oracle_cpl,captured_cpl,headroom_cpl,pot_cpl,captured_pct,model_fills,model_emergency_pct,model_mean_fill_litres,model_litres,model_dry_events,oracle_dry_events,ceiling_valid,wall_s
7,193.41483516483515,189.6717090069284,188.13534777651083,3.743126157906744,1.536361230417583,5.279487388324327,70.8994241786566,752,67.5531914893617,28.789893617021278,21650.0,0,0,True,30.97766600000614
3,192.96765957446803,187.73705872783464,187.45193752086382,5.2306008466333935,0.285121206970814,5.5157220536042075,94.83075462831737,1100,44.45454545454545,19.957792207792213,21953.57142857144,109,0,False,30.6487113339972
2,192.9544060150376,187.85231861198744,185.16320703727325,5.102087403050149,2.6891115747141896,7.7911989777643385,65.48526635773558,1395,35.770609318996414,16.231438812083972,22642.85714285714,0,0,True,31.508379749997403
1,192.9936458333339,187.8211302592766,184.85177122142758,5.172515574057286,2.969359037849017,8.141874611906303,63.529786696705415,2332,21.440823327615778,9.864310218083803,23003.571428571417,0,0,True,37.138500250002835
