fold,regime,run,ll_all_mean,ll_all_median,ll_all_seedstd,ll_hard25_mean,ll_hard25_median,ll_hard25_seedstd,ll_all_mean_base,ll_hard25_mean_base,ll_all_median_base,ll_hard25_median_base,delta_ll_all_mean,delta_ll_all_median,delta_ll_hard25_mean,delta_ll_hard25_median
6,normal,R0,0.21590728875119275,0.21902773344642792,0.005769946505597164,0.7720116018808956,0.7817451929818079,0.025273110829557306,0.21590728875119275,0.7720116018808956,0.21902773344642792,0.7817451929818079,0.0,0.0,0.0,0.0
6,normal,R1,0.21895032760020677,0.2196752905812866,0.0024241858674629983,0.774148261082147,0.7743955589653269,0.005420950482634495,0.21590728875119275,0.7720116018808956,0.21902773344642792,0.7817451929818079,0.0030430388490140237,0.0006475571348586728,0.0021366592012513896,-0.0073496340164810325
7,normal,R0,0.2693305037635192,0.2702228765869502,0.007654529183174348,0.8787983967714977,0.8812717528505722,0.04484388898428989,0.2693305037635192,0.8787983967714977,0.2702228765869502,0.8812717528505722,0.0,0.0,0.0,0.0
7,normal,R1,0.2627620641842833,0.26096581506399813,0.004914469361180359,0.8439277377610985,0.8424014763483382,0.028424027263111253,0.2693305037635192,0.8787983967714977,0.2702228765869502,0.8812717528505722,-0.0065684395792359185,-0.009257061522952081,-0.03487065901039921,-0.03887027650223407
8,normal,R0,0.23753972291357045,0.2386851860893977,0.006702184559802823,0.9194513700316976,0.9143088121850698,0.025666376818363056,0.23753972291357045,0.9194513700316976,0.2386851860893977,0.9143088121850698,0.0,0.0,0.0,0.0
8,normal,R1,0.20333123263007796,0.202004290209988,0.005091561233677008,0.7867985889121425,0.7802555836662937,0.021418720275375686,0.23753972291357045,0.9194513700316976,0.2386851860893977,0.9143088121850698,-0.03420849028349249,-0.0366808958794097,-0.13265278111955514,-0.1340532285187761
9,shock,R0,0.3513524453042834,0.3556346968841709,0.010600508217269052,1.26463373632239,1.2814501024545784,0.04156916458282652,0.3513524453042834,1.26463373632239,0.3556346968841709,1.2814501024545784,0.0,0.0,0.0,0.0
9,shock,R1,0.3585276028709692,0.3582753127800733,0.009374394232115302,1.2918396869178992,1.2919086953126506,0.03521075593662042,0.3513524453042834,1.26463373632239,0.3556346968841709,1.2814501024545784,0.007175157566685797,0.0026406158959024206,0.02720595059550912,0.010458592858072269
10,normal,R0,0.246048728879298,0.24613239439950638,0.0009786992544739367,0.9186718626472962,0.9216099606629986,0.009240759374381584,0.246048728879298,0.9186718626472962,0.24613239439950638,0.9216099606629986,0.0,0.0,0.0,0.0
10,normal,R1,0.2489096592910114,0.24834599324902373,0.003796106971572127,0.9248665470623983,0.9248024665819943,0.017466825415435965,0.246048728879298,0.9186718626472962,0.24613239439950638,0.9216099606629986,0.002860930411713397,0.0022135988495173564,0.006194684415102181,0.0031925059189956695
11,normal,R0,0.32245948388296686,0.3254767299082686,0.009277319969039513,1.0484985415136305,1.0464950920926501,0.03153660411567933,0.32245948388296686,1.0484985415136305,0.3254767299082686,1.0464950920926501,0.0,0.0,0.0,0.0
