fold,regime,val_start,val_end,val_rows,run,n_features,seed,ll_all,ll_hard25,fit_s
1,shock,2021-11-05,2022-02-02,47823,R0,54,42,0.381938206002163,1.2497444108017195,2.3396530830068514
1,shock,2021-11-05,2022-02-02,47823,R0,54,43,0.3734322792256395,1.1911367126744734,2.163262417074293
1,shock,2021-11-05,2022-02-02,47823,R0,54,44,0.37393971140929066,1.2090997239186336,2.133023125003092
1,shock,2021-11-05,2022-02-02,47823,R0,54,45,0.3971193969616109,1.3117658184101102,2.0619474590057507
1,shock,2021-11-05,2022-02-02,47823,R0,54,46,0.37918236978900777,1.2405017551391235,2.0333143749739975
1,shock,2021-11-05,2022-02-02,47823,R1,55,42,0.38579778116707636,1.2583115510704959,2.1994359160307795
1,shock,2021-11-05,2022-02-02,47823,R1,55,43,0.3693252550320195,1.1624857896618208,2.4403648329898715
1,shock,2021-11-05,2022-02-02,47823,R1,55,44,0.40014467469991816,1.2806617425833866,2.1945487919729203
1,shock,2021-11-05,2022-02-02,47823,R1,55,45,0.443270371394251,1.2753719707777658,2.1075255409814417
1,shock,2021-11-05,2022-02-02,47823,R1,55,46,0.4291685078606384,1.3783848198613424,2.1038601249456406
2,normal,2022-02-03,2022-05-03,49966,R0,54,42,0.23622775948973196,0.8314243567901838,2.3200393329607323
2,normal,2022-02-03,2022-05-03,49966,R0,54,43,0.23333705437354904,0.7778194098698966,2.143757167039439
2,normal,2022-02-03,2022-05-03,49966,R0,54,44,0.32072510147429856,1.021012816436641,2.1375716250622645
2,normal,2022-02-03,2022-05-03,49966,R0,54,45,0.227489034935059,0.7494874884862118,2.140479833004065
2,normal,2022-02-03,2022-05-03,49966,R0,54,46,0.21364422296608626,0.6903002052940344,2.14487449999433
2,normal,2022-02-03,2022-05-03,49966,R1,55,42,0.24675459610286124,0.778173079061058,2.176926792017184
2,normal,2022-02-03,2022-05-03,49966,R1,55,43,0.20510347750103547,0.6634089230066147,2.179311624960974
2,normal,2022-02-03,2022-05-03,49966,R1,55,44,0.2072504460229379,0.6622300048119527,2.2111649999860674
2,normal,2022-02-03,2022-05-03,49966,R1,55,45,0.24085187752634643,0.7140750240192482,2.2113286670064554
2,normal,2022-02-03,2022-05-03,49966,R1,55,46,0.2145945413294001,0.6949308293194839,2.477371458080597
3,normal,2022-05-04,2022-08-01,53719,R0,54,42,0.3533803312359529,1.2773706118308652,2.39576958399266
3,normal,2022-05-04,2022-08-01,53719,R0,54,43,0.37615816225319487,1.3048763351686112,2.390277792001143
3,normal,2022-05-04,2022-08-01,53719,R0,54,44,0.3731435798289138,1.2455186365524689,2.5026281669270247
3,normal,2022-05-04,2022-08-01,53719,R0,54,45,0.398485419401291,1.2464142088930332,2.321756707970053
3,normal,2022-05-04,2022-08-01,53719,R0,54,46,0.34320931001614136,1.1905440713771922,2.370910624973476
3,normal,2022-05-04,2022-08-01,53719,R1,55,42,0.37609295957435246,1.3119204155379807,2.2860446659615263
3,normal,2022-05-04,2022-08-01,53719,R1,55,43,0.4159250779765568,1.4371151056779778,2.3270169999450445
3,normal,2022-05-04,2022-08-01,53719,R1,55,44,0.35606359298406365,1.1961045489807867,2.470284500042908
3,normal,2022-05-04,2022-08-01,53719,R1,55,45,0.3321650739843657,1.1568768452526041,2.4395408340496942
3,normal,2022-05-04,2022-08-01,53719,R1,55,46,0.38330788596169785,1.3025742655843235,2.4613049159524962
4,shock,2022-08-02,2022-10-30,58317,R0,54,42,0.41623203325908653,1.2038273358993987,2.5864463340258226
4,shock,2022-08-02,2022-10-30,58317,R0,54,43,0.43646647918378106,1.1812018646852247,2.516228000051342
4,shock,2022-08-02,2022-10-30,58317,R0,54,44,0.46661965494738183,1.2968425871129394,2.457950417068787
4,shock,2022-08-02,2022-10-30,58317,R0,54,45,0.49604476370152173,1.3177893614783684,2.55508366599679
4,shock,2022-08-02,2022-10-30,58317,R0,54,46,0.4201963973717229,1.1874046673730179,2.63318566698581
4,shock,2022-08-02,2022-10-30,58317,R1,55,42,0.4428998985560323,1.16029927016049,2.4809701660415158
4,shock,2022-08-02,2022-10-30,58317,R1,55,43,0.46310048034600515,1.2253729415714596,2.4744951670290902
4,shock,2022-08-02,2022-10-30,58317,R1,55,44,0.45670985252175283,1.2817821512920529,2.4746186250122264
4,shock,2022-08-02,2022-10-30,58317,R1,55,45,0.47189546382727987,1.2055256343922969,2.456221375032328
4,shock,2022-08-02,2022-10-30,58317,R1,55,46,0.4444530202619663,1.1896479896426155,2.573456999962218
5,normal,2022-10-31,2023-01-28,57613,R0,54,42,0.2668937509387122,0.8790195073781703,3.047177082975395
5,normal,2022-10-31,2023-01-28,57613,R0,54,43,0.27052658607718727,0.8746251210414911,2.682888124953024
5,normal,2022-10-31,2023-01-28,57613,R0,54,44,0.2669644257897569,0.8898489291121784,2.615171791985631
5,normal,2022-10-31,2023-01-28,57613,R0,54,45,0.27021669184814007,0.8791270600789663,2.8008936250116676
5,normal,2022-10-31,2023-01-28,57613,R0,54,46,0.2693615891079595,0.8775164702349181,2.725255874916911
5,normal,2022-10-31,2023-01-28,57613,R1,55,42,0.24211539319316916,0.7624388275497964,2.789801415987313
5,normal,2022-10-31,2023-01-28,57613,R1,55,43,0.25444620923093164,0.7499074321459642,2.66278912499547
5,normal,2022-10-31,2023-01-28,57613,R1,55,44,0.25464221996110525,0.7760513610284218,2.8721817079931498
5,normal,2022-10-31,2023-01-28,57613,R1,55,45,0.2542156103736779,0.8113973744338889,2.866741625010036
5,normal,2022-10-31,2023-01-28,57613,R1,55,46,0.2575786463876244,0.7932265188979284,2.624842584016733
6,normal,2023-01-29,2023-04-28,57361,R0,54,42,0.22176337598233622,0.7963859029581308,2.8257193750469014
6,normal,2023-01-29,2023-04-28,57361,R0,54,43,0.21926982221723787,0.7918605477974683,2.6956758750602603
6,normal,2023-01-29,2023-04-28,57361,R0,54,44,0.210661146347734,0.7478985216180358,2.729820291046053
6,normal,2023-01-29,2023-04-28,57361,R0,54,45,0.21902773344642792,0.7817451929818079,2.724596583051607
6,normal,2023-01-29,2023-04-28,57361,R0,54,46,0.2088143657622278,0.7421678440490351,2.835898375022225
6,normal,2023-01-29,2023-04-28,57361,R1,55,42,0.2211406279116926,0.7739119877215993,2.962936208001338
6,normal,2023-01-29,2023-04-28,57361,R1,55,43,0.2196752905812866,0.7659080090025319,2.846267250017263
6,normal,2023-01-29,2023-04-28,57361,R1,55,44,0.2147912955527047,0.7754639475867645,2.7221684580435976
6,normal,2023-01-29,2023-04-28,57361,R1,55,45,0.21933483698786863,0.7743955589653269,2.7253915420733392
6,normal,2023-01-29,2023-04-28,57361,R1,55,46,0.2198095869674813,0.781061802134512,2.7306324579985812
7,normal,2023-04-29,2023-07-27,57651,R0,54,42,0.2710603163104867,0.8981521089512258,2.997149333008565
7,normal,2023-04-29,2023-07-27,57651,R0,54,43,0.2614343200599538,0.8440248126855099,2.815033958060667
7,normal,2023-04-29,2023-07-27,57651,R0,54,44,0.28075162044613833,0.9417083695314319,2.7982450410490856
7,normal,2023-04-29,2023-07-27,57651,R0,54,45,0.26318338541406683,0.8288349398387485,2.8606562920613214
7,normal,2023-04-29,2023-07-27,57651,R0,54,46,0.2702228765869502,0.8812717528505722,3.081344582955353
7,normal,2023-04-29,2023-07-27,57651,R1,55,42,0.25784000352388653,0.8343503997281576,2.950239917030558
7,normal,2023-04-29,2023-07-27,57651,R1,55,43,0.25999652215100855,0.8424014763483382,2.9033965420676395
7,normal,2023-04-29,2023-07-27,57651,R1,55,44,0.2646286728036551,0.8499261604742667,3.010902417008765
7,normal,2023-04-29,2023-07-27,57651,R1,55,45,0.2703793073788681,0.8857781246403733,3.1495222080266103
7,normal,2023-04-29,2023-07-27,57651,R1,55,46,0.26096581506399813,0.8071825276143564,2.987678207922727
8,normal,2023-07-28,2023-10-25,59700,R0,54,42,0.235179377386498,0.9143088121850698,3.210370042012073
8,normal,2023-07-28,2023-10-25,59700,R0,54,43,0.24164659725003462,0.9382774443604344,2.97836912504863
8,normal,2023-07-28,2023-10-25,59700,R0,54,44,0.24480422544181202,0.9483296103822421,3.036792333004996
8,normal,2023-07-28,2023-10-25,59700,R0,54,45,0.2273832284001099,0.8821317840301723,3.0195709590334445
8,normal,2023-07-28,2023-10-25,59700,R0,54,46,0.2386851860893977,0.9142091992005696,3.036439749994315
8,normal,2023-07-28,2023-10-25,59700,R1,55,42,0.20323868351602292,0.7841987885614313,3.074237292050384
8,normal,2023-07-28,2023-10-25,59700,R1,55,43,0.202004290209988,0.7802555836662937,3.2280606660060585
8,normal,2023-07-28,2023-10-25,59700,R1,55,44,0.19842088069779062,0.7667841407680428,3.504268457996659
8,normal,2023-07-28,2023-10-25,59700,R1,55,45,0.2118711718705539,0.8232841276605409,3.1964661669917405
8,normal,2023-07-28,2023-10-25,59700,R1,55,46,0.2011211368560345,0.7794703039044033,3.1071981670102105
9,shock,2023-10-26,2024-01-23,60022,R0,54,42,0.3325547012778433,1.1910928338148594,3.5532872499898076
9,shock,2023-10-26,2024-01-23,60022,R0,54,43,0.35724209227089526,1.292570401761146,3.3710595830343664
9,shock,2023-10-26,2024-01-23,60022,R0,54,44,0.3539478564333298,1.2826400970546004,3.1577458750689402
9,shock,2023-10-26,2024-01-23,60022,R0,54,45,0.3573828796551775,1.2814501024545784,3.3185110409976915
9,shock,2023-10-26,2024-01-23,60022,R0,54,46,0.3556346968841709,1.2754152465267667,3.004740291973576
9,shock,2023-10-26,2024-01-23,60022,R1,55,42,0.3582753127800733,1.2919086953126506,3.2997702499851584
9,shock,2023-10-26,2024-01-23,60022,R1,55,43,0.34754872910545004,1.2508781412490373,3.1746006249450147
9,shock,2023-10-26,2024-01-23,60022,R1,55,44,0.3543976232519089,1.2703216813166684,3.065040083019994
9,shock,2023-10-26,2024-01-23,60022,R1,55,45,0.37313199773384426,1.343910885757919,3.0559037500061095
9,shock,2023-10-26,2024-01-23,60022,R1,55,46,0.3592843514835695,1.30217903095322,3.2446719160070643
10,normal,2024-01-24,2024-04-22,58953,R0,54,42,0.24615653551000785,0.9173463566887627,3.6212852909229696
10,normal,2024-01-24,2024-04-22,58953,R0,54,43,0.24485919729442063,0.9033012894719745,3.4599823750322685
10,normal,2024-01-24,2024-04-22,58953,R0,54,44,0.2475223713464651,0.9259260913329439,3.2323649160098284
10,normal,2024-01-24,2024-04-22,58953,R0,54,45,0.24613239439950638,0.9216099606629986,3.343490666942671
10,normal,2024-01-24,2024-04-22,58953,R0,54,46,0.2455731458460899,0.9251756150798008,3.237115166033618
10,normal,2024-01-24,2024-04-22,58953,R1,55,42,0.24834599324902373,0.9248024665819943,3.3655542499618605
10,normal,2024-01-24,2024-04-22,58953,R1,55,43,0.25527565890086273,0.9493881689678534,3.31612745905295
10,normal,2024-01-24,2024-04-22,58953,R1,55,44,0.24546535937155337,0.904723682089272,3.2823984579881653
10,normal,2024-01-24,2024-04-22,58953,R1,55,45,0.24876859208992882,0.9328087802982165,3.3746135419933125
10,normal,2024-01-24,2024-04-22,58953,R1,55,46,0.24669269284368822,0.9126096373746555,3.514909917023033
11,normal,2024-04-23,2024-07-21,59790,R0,54,42,0.31013909598787737,1.003281867308134,4.215554625028744
11,normal,2024-04-23,2024-07-21,59790,R0,54,43,0.3254767299082686,1.07168164247667,3.431626708013937
11,normal,2024-04-23,2024-07-21,59790,R0,54,44,0.33375533526718826,1.0840045256902948,3.3684281250461936
11,normal,2024-04-23,2024-07-21,59790,R0,54,45,0.3162767417669897,1.0464950920926501,3.3455648749368265
11,normal,2024-04-23,2024-07-21,59790,R0,54,46,0.32664951648451024,1.0370295800004037,3.234255125047639
11,normal,2024-04-23,2024-07-21,59790,R1,55,42,0.3294745509273733,1.0306155087948612,3.3208747080061585
11,normal,2024-04-23,2024-07-21,59790,R1,55,43,0.3167603850934746,1.0072741353800392,3.300814167014323
11,normal,2024-04-23,2024-07-21,59790,R1,55,44,0.31479635717162235,1.0200846124269238,3.2878200000850484
11,normal,2024-04-23,2024-07-21,59790,R1,55,45,0.30564015132000283,0.9838042519574938,3.3671312920050696
11,normal,2024-04-23,2024-07-21,59790,R1,55,46,0.29982094008916405,0.9432952677509634,3.5089178750058636
12,normal,2024-07-22,2024-10-19,60944,R0,54,42,0.3286642529338638,1.133501890758279,3.702540499973111
12,normal,2024-07-22,2024-10-19,60944,R0,54,43,0.32102299294218495,1.1047280419191503,3.5147074999986216
12,normal,2024-07-22,2024-10-19,60944,R0,54,44,0.32513979184290526,1.111220006761779,3.5088397909421474
12,normal,2024-07-22,2024-10-19,60944,R0,54,45,0.32395798645863433,1.1048584191290705,3.573464624932967
12,normal,2024-07-22,2024-10-19,60944,R0,54,46,0.32576485862761423,1.0994991434581676,3.495501916971989
12,normal,2024-07-22,2024-10-19,60944,R1,55,42,0.27733145404614074,0.9148265572724054,3.479261958040297
12,normal,2024-07-22,2024-10-19,60944,R1,55,43,0.28118391567540374,0.9322725365758393,3.534795540967025
12,normal,2024-07-22,2024-10-19,60944,R1,55,44,0.2815787787886531,0.9275257797885251,3.430203916039318
12,normal,2024-07-22,2024-10-19,60944,R1,55,45,0.290111424527723,0.9240688513895077,3.424104791949503
12,normal,2024-07-22,2024-10-19,60944,R1,55,46,0.2789583681933385,0.9168364621395567,3.4596784999594092
13,shock,2024-10-20,2025-01-17,59434,R0,54,42,0.2692702058748726,0.9530192139801859,3.612771541927941
13,shock,2024-10-20,2025-01-17,59434,R0,54,43,0.2742150754481029,0.960093674340861,3.504939208040014
13,shock,2024-10-20,2025-01-17,59434,R0,54,44,0.26899473066338525,0.9356722693615718,3.4772439160151407
13,shock,2024-10-20,2025-01-17,59434,R0,54,45,0.27416463561872734,0.9453714938269318,3.4685833749826998
13,shock,2024-10-20,2025-01-17,59434,R0,54,46,0.26894682826509503,0.9351201836199106,3.4841737090609968
13,shock,2024-10-20,2025-01-17,59434,R1,55,42,0.2703145272591757,0.9378776997472136,3.66234279202763
13,shock,2024-10-20,2025-01-17,59434,R1,55,43,0.2709062605169499,0.9441553484751605,3.606601082952693
13,shock,2024-10-20,2025-01-17,59434,R1,55,44,0.2705078084809467,0.9368547362687976,3.5058880830183625
13,shock,2024-10-20,2025-01-17,59434,R1,55,45,0.2731000113221481,0.9505242311935264,3.527268167003058
13,shock,2024-10-20,2025-01-17,59434,R1,55,46,0.2774995306361002,0.9429410295277113,3.7198412499856204
14,normal,2025-01-18,2025-04-17,57318,R0,54,42,0.3546050862779327,1.1887461341604522,3.8900947079528123
14,normal,2025-01-18,2025-04-17,57318,R0,54,43,0.3504543591262274,1.1587464173417872,3.6722950420808047
14,normal,2025-01-18,2025-04-17,57318,R0,54,44,0.35324064949840706,1.1555623531887387,3.615098417038098
14,normal,2025-01-18,2025-04-17,57318,R0,54,45,0.3530901764167161,1.1644994972143141,3.607629208941944
14,normal,2025-01-18,2025-04-17,57318,R0,54,46,0.35773056072585185,1.2003471333297102,3.6115958750015125
14,normal,2025-01-18,2025-04-17,57318,R1,55,42,0.35342599188812374,1.1961801559770433,3.7355141249718145
14,normal,2025-01-18,2025-04-17,57318,R1,55,43,0.35928360567317424,1.1963599254816715,3.6557846249779686
14,normal,2025-01-18,2025-04-17,57318,R1,55,44,0.3601445673905896,1.2109240479319996,3.7693278749939054
14,normal,2025-01-18,2025-04-17,57318,R1,55,45,0.35833361775301636,1.1933038580072501,3.848299540928565
14,normal,2025-01-18,2025-04-17,57318,R1,55,46,0.35364526442056876,1.1967914598976268,3.710416542016901
