zone,headroom_cpl,ci_lo,ci_hi,ci_width,boot_std,crosses_zero
12-16c,3.9729545454545416,0.7904166666666583,9.784234375000004,8.993817708333346,2.335489848859546,False
8-12c,1.6866071428571558,0.7598914588801378,2.8448193934405595,2.0849279345604215,0.5425306521714747,False
<8c,1.0669791666666697,0.25511408841326927,1.686711222765412,1.4315971343521428,0.3657226627832963,False
>=16c,0.8851626016260354,-1.8826367036679548,3.99766,5.880296703667955,1.528636766257376,True
