zone,headroom_cpl,fold_ci_lo,fold_ci_hi,fold_ci_width,fold_boot_std,fold_crosses_zero,station_ci_lo,station_ci_hi,station_fold_ci_lo,station_fold_ci_hi,old_purchase_event,shift_vs_old
Q1,1.0936363636363637,0.038518518518515066,2.5221776315789493,2.483659113060434,0.6751806775818991,False,0.8718181818181847,1.240000000000009,0.5227059659090983,1.7287904040403952,1.236504998760637,-0.14286863512427317
Q2,2.263803680981596,0.568421052631578,4.03513908024577,3.466718027614192,0.8998531424590628,False,1.9592592592592553,2.512883435582836,1.49028209255535,3.1185321773637136,1.9320306122449153,0.33177306873668044
Q3,2.612426035502949,0.48750000000001137,4.8603015075376845,4.372801507537673,1.1833349875761952,False,1.8558823529411654,3.285294117647055,1.5126262523001308,3.7097778956050513,2.8051445578231267,-0.1927185223201775
Q4,1.2810945273631944,0.6278105263157755,2.07134674683934,1.4435362205235642,0.3719830194240864,False,0.8170000000000073,1.7405940594059643,0.7382685810810813,1.8556845238095232,0.88615085479492,0.39494367256827445
