zone,headroom_cpl,fold_ci_lo,fold_ci_hi,fold_ci_width,fold_boot_std,fold_crosses_zero,station_ci_lo,station_ci_hi,station_fold_ci_lo,station_fold_ci_hi,old_purchase_event,shift_vs_old,convention_spread
late_descent,2.6480519480519433,1.0134720238095176,4.272200431606913,3.258728407797395,0.8438554551446318,False,1.4831896551724242,3.7534482758620697,1.6672230099649439,3.691290644010898,0.9989850385724424,1.649066909479501,2.625888305529685
normal,1.2125748502993758,0.2171841825902341,2.3642207956600307,2.1470366130697967,0.553957389004323,False,0.8972972972973139,1.5916417910447649,0.6855281282555822,1.7918128654970928,1.5030093221106142,-0.2904344718112384,2.5348319646677453
overdue,1.5526595744680947,0.720411582817983,2.6399015765765874,1.9194899937586043,0.477881268207399,False,1.1758620150187833,2.070053475935822,0.9772098101265833,2.2261069171348393,1.328398704153642,0.22426087031445263,2.9503498329156344
