zone,headroom_cpl,fold_ci_lo,fold_ci_hi,fold_ci_width,fold_boot_std,fold_crosses_zero,station_ci_lo,station_ci_hi,station_fold_ci_lo,station_fold_ci_hi,old_purchase_event,shift_vs_old,convention_spread
12-16c,3.172727272727286,0.5846875000000077,8.522311688311678,7.937624188311671,2.129157386683139,False,2.550909090909073,3.958181818181828,1.5925505050505215,5.165253077975374,7.092579361857588,-3.919852089130302,3.4448843700159273
8-12c,0.9392857142857167,0.20497249303619683,2.0302122641509457,1.8252397711147488,0.4846207011656225,False,0.45266903914591694,1.409252669039148,0.42154820910876656,1.6049528581746886,2.668932074501299,-1.7296463602155825,1.7610038610038714
<8c,1.1274999999999977,0.2756258890469376,1.795601014667495,1.5199751256205574,0.3807697648634635,False,0.8125,1.3734439834024954,0.6955721298271528,1.5380303921568457,-0.0670158398509102,1.194515839850908,0.16464285714286575
>=16c,3.4634146341463463,1.0,6.566053459119491,5.566053459119491,1.4553286314064484,False,1.5537190082644656,5.455284552845541,1.7250097866510268,5.5583253907739385,-0.5287190082644599,3.9921336424108063,5.1299000000000206
