zone_a,zone_b,diff,ci_lo,ci_hi,separated,p_a_worse
late_descent,normal,1.4354770977525675,-0.7738271579825678,3.487828674964286,False,0.899
late_descent,overdue,1.0953923735838487,-0.48500547574615993,2.55363591978429,False,0.90175
normal,overdue,-0.3400847241687188,-1.8151003913145678,1.104412872477586,False,0.30525
