station_code,name,address,suburb,postcode,brand,price,date
1,Coles Express Coffs Harbour,"208-212 Pacific Hwy North, Coffs Harbour NSW 2450",Coffs Harbour,2450,Coles Express,176.9,2026-04-26
2,Shell Reddy  Express Glendale,"593 Main Rd, Glendale NSW 2285",Glendale,2285,Reddy Express,181.9,2026-04-26
3,Coles Express Oyster Bay,"26-28 Georges River Rd (Cnr Carvers Rd), Oyster Bay NSW 2225",Oyster Bay,2225,Coles Express,181.9,2026-04-26
7,Coles Express Tamworth West,"147-149 Bridge St, Tamworth West NSW 2340",Tamworth West,2340,Coles Express,181.9,2026-04-26
10,Shell Reddy Express Port Macquarie,"Cnr Gordon & Hollingsworth Sts, PORT MACQUARIE NSW 2444",PORT MACQUARIE,2444,Reddy Express,176.9,2026-04-26
12,Shell Reddy Express Lansvale,"65-99 Hume Highway, Canley Vale NSW 2166",Canley Vale,2166,Reddy Express,181.9,2026-04-26
13,Coles Express Wyalong,"Mid Western Hwy & Nicholson Lane, Wyalong NSW 2671",Wyalong,2671,Coles Express,181.9,2026-04-26
14,Shell Reddy Express  Taren Point,"99 Parraweena Rd (Cnr Taren Point Rd), Miranda NSW 2228",Miranda,2228,Reddy Express,181.9,2026-04-26
16,BP Eagle Vale,"Cnr Eagle Vale Dve & Gould Rd, Eagle Vale NSW 2558",Eagle Vale,2558,BP,181.9,2026-04-26
19,Shell Reddy  Express Singleton (Nsw),"69-73 George St, Singleton NSW 2330",Singleton,2330,Reddy Express,181.9,2026-04-26
21,Shell Reddy Express Eastern Creek,"611 Great Western Hwy (Cnr Brabham Drv), Eastern Creek NSW 2766",Eastern Creek,2766,Reddy Express,181.9,2026-04-26
23,Shell Reddy  Express Lake Munmorah,"260 Pacific Hwy (Cnr Basford Road), Doyalson North NSW 2259",Doyalson North,2259,Reddy Express,181.9,2026-04-26
24,Shell Reddy  Express Woy Woy,"50-52 Ocean Beach Rd (Cnr Rawson St), Woy Woy NSW 2256",Woy Woy,2256,Reddy Express,176.9,2026-04-26
27,Shell Reddy  Express Erina,"211 The Entrance Rd (Cnr Bonnal Rd), Erina NSW 2250",Erina,2250,Reddy Express,181.9,2026-04-26
29,Shell Reddy Express Mittagong,"Old Hume Hwy (Cnr Balaclava St), Mittagong NSW 2575",Mittagong,2575,Reddy Express,181.9,2026-04-26
34,Shell Reddy Express Chatswood,"877-879 Pacific Hwy, Chatswood NSW 2067",Chatswood,2067,Reddy Express,181.9,2026-04-26
35,Shell Reddy Express Parklea,"484 Sunnyholt Road, Parklea NSW 2768",Parklea,2768,Reddy Express,176.9,2026-04-26
36,Shell Reddy Express Brighton-Le-Sands,"2-6 General Holmes Drive, Brighton-Le-Sands NSW 2216",Brighton-Le-Sands,2216,Reddy Express,181.9,2026-04-26
37,Shell Reddy Express Toronto,"133-137 Cary St, Toronto NSW 2283",Toronto,2283,Reddy Express,181.9,2026-04-26
39,Coles Express Sutton Forest,"13125 Hume Highway (Cnr Sally Corner Rd), Sutton Forest NSW 2577",Sutton Forest,2577,Coles Express,176.9,2026-04-26
40,Shell Reddy Express Oak Flats,"Lot 2 Lake Entrance Road, Oak Flats NSW 2529",Oak Flats,2529,Reddy Express,181.9,2026-04-26
41,Shell Reddy  Express Kincumber,"Avoca Dr & Bungoona St, Kincumber NSW 2251",Kincumber,2251,Reddy Express,176.9,2026-04-26
42,Shell Reddy Express Sutton Forest,"13124 Hume Highway, Sutton Forest NSW 2577",Sutton Forest,2577,Reddy Express,176.9,2026-04-26
43,Shell Reddy Express Wetherill Park Elizabeth,"37  Elizabeth St (Cnr Victoria  St), Wetherill Park NSW 2164",Wetherill Park,2164,Reddy Express,181.9,2026-04-26
44,Shell Reddy Express Berkshire Park,"746-752 Richmond Road, Berkshire Park NSW 2765",Berkshire Park,2765,Reddy Express,181.9,2026-04-26
45,Shell Reddy Express Enfield,"630-634 Liverpool Road, Strathfield South NSW 2136",Strathfield South,2136,Reddy Express,181.9,2026-04-26
46,Shell Reddy  Express Merewether,"87 Llewellyn St (Cnr Glebe Rd), Merewether NSW 2291",Merewether,2291,Reddy Express,181.9,2026-04-26
48,Shell Reddy Express Dural,"592-596 Old Northern Rd, Dural NSW 2158",Dural,2158,Reddy Express,181.9,2026-04-26
49,Coles Express Cabramatta,"218 John St (Cnr Cumberland Hwy), Cabramatta NSW 2166",Cabramatta,2166,Coles Express,181.9,2026-04-26
50,Shell Reddy  Express Camden,"273 Old Hume Highway, Camden NSW 2570",Camden,2570,Reddy Express,181.9,2026-04-26
51,Coles Express Five Dock,"213-253 Parramatta Rd & Walker St, Five Dock NSW 2046",Five Dock,2046,Coles Express,176.9,2026-04-26
52,Shell Reddy  Express Marsfield,"189 Epping Rd & Culloden Rd, Marsfield NSW 2122",Marsfield,2122,Reddy Express,176.9,2026-04-26
54,Shell Reddy  Express Cessnock,"183 Vincent St, Cessnock NSW 2325",Cessnock,2325,Reddy Express,181.9,2026-04-26
55,Shell Reddy Express Guildford,"295 Woodville Rd, Guildford NSW 2161",Guildford,2161,Reddy Express,181.9,2026-04-26
58,Shell Reddy  Express South Hurstville,"835 King Georges Road, South Hurstville NSW 2221",South Hurstville,2221,Reddy Express,176.9,2026-04-26
59,Shell Reddy Express Ramsgate,"274-276 Grand Parade (Cnr Ramsgate Rd), Ramsgate NSW 2217",Ramsgate,2217,Reddy Express,181.9,2026-04-26
61,Coles Express Ultimo,"387 427 Wattle St, ULTIMO NSW 2007",ULTIMO,2007,Coles Express,176.9,2026-04-26
62,Shell Reddy Express Ryde,"45 Lane Cove Rd & Myra Ave, Ryde NSW 2112",Ryde,2112,Reddy Express,176.9,2026-04-26
63,Shell Reddy Express Hornsby,"194-206 Pacific Hwy, Hornsby NSW 2077",Hornsby,2077,Reddy Express,176.9,2026-04-26
64,Shell Reddy Express Narrandera,"113 AUDLEY ST, NARRANDERA NSW 2700",NARRANDERA,2700,Reddy Express,181.9,2026-04-26
65,Shell Reddy Express Bass Hill,"884-888 Hume Hwy (Cnr Strickland St), Bass Hill NSW 2197",Bass Hill,2197,Reddy Express,184.9,2026-04-26
66,Shell Reddy  Express Belmont Maude (Nsw),"504 Pacific Hwy (Cnr Maude St), Belmont NSW 2280",Belmont,2280,Reddy Express,181.9,2026-04-26
68,Shell Reddy Express Wollongong West,"434 Crown St, Wollongong West NSW 2500",Wollongong West,2500,Reddy Express,176.9,2026-04-26
69,Shell Reddy Express Drummoyne,"38-46 Victoria Rd, Drummoyne NSW 2047",Drummoyne,2047,Reddy Express,176.9,2026-04-26
70,Shell Reddy Express Yallah,"1 Macquarie Place Haywards Bay, Yallah NSW 2530",Yallah,2530,Reddy Express,181.9,2026-04-26
72,Shell Reddy Express Moss Vale,"571 Argyle St (Cnr Yarrawa Rd), Moss Vale NSW 2577",Moss Vale,2577,Reddy Express,181.9,2026-04-26
73,Shell Reddy Express Smithfield,"678 The Horsley Drv (Cnr Cumberland Hwy), Smithfield NSW 2164",Smithfield,2164,Reddy Express,181.9,2026-04-26
74,7-Eleven Artarmon,"477 Pacific Highway, Artarmon NSW 2064",Artarmon,2064,7-Eleven,181.9,2026-04-26
75,7-Eleven Kincumber,"28 - 30 Avoca Drive, Kincumber NSW 2251",Kincumber,2251,7-Eleven,176.9,2026-04-26
76,7-Eleven Fairfield,"320 Polding St, FAIRFIELD WEST NSW 2165",FAIRFIELD WEST,2165,7-Eleven,183.9,2026-04-26
77,Shell Reddy  Express Berowra,"955 Pacific Highway (Cnr Yallambee Rd), Berowra NSW 2081",Berowra,2081,Reddy Express,181.9,2026-04-26
78,Shell Reddy  Express Ourimbah,"78 Pacific Highway (Cnr Burns Rd), Ourimbah NSW 2258",Ourimbah,2258,Reddy Express,176.9,2026-04-26
79,Coles Express Coonabarabran,"2-6 Johns St, Coonabarabran NSW 2357",Coonabarabran,2357,Coles Express,181.9,2026-04-26
82,Shell Reddy Express Faulconbridge,"575-581 Great Western Highway, Faulconbridge NSW 2776",Faulconbridge,2776,Reddy Express,176.9,2026-04-26
83,Shell Reddy Express Motto Farm,"2137 Pacific Highway, Heatherbrae NSW 2324",Heatherbrae,2324,Reddy Express,181.9,2026-04-26
84,Shell Reddy  Express Bulahdelah,"42 Bulahdelah Way, Bulahdelah NSW 2423",Bulahdelah,2423,Reddy Express,181.9,2026-04-26
86,Shell Reddy  Express Halfway Creek,"4974 Pacific Highway (Cnr Lemon Tree Rd), Halfway Creek NSW 2460",Halfway Creek,2460,Reddy Express,176.9,2026-04-26
88,Coles Express Yagoona,"112 Rookwood (Cnr Brunker) Rds, Yagoona NSW 2199",Yagoona,2199,Coles Express,181.9,2026-04-26
90,Shell Reddy Express Wollongong,"142-148 Corrimal St, Wollongong NSW 2500",Wollongong,2500,Reddy Express,181.9,2026-04-26
91,Shell Reddy Express Bathurst,"59 Durham Street, Bathurst NSW 2795",Bathurst,2795,Reddy Express,181.9,2026-04-26
92,Shell Reddy Express Griffith,"121 Banna Avenue, Griffith NSW 2680",Griffith,2680,Reddy Express,181.9,2026-04-26
94,Shell Reddy Express Kotara,"93 Park Avenue, Kotara NSW 2289",Kotara,2289,Reddy Express,181.9,2026-04-26
99,Coles Express Taree,"59-63 Victoria Street, Taree NSW 2430",Taree,2430,Coles Express,176.9,2026-04-26
100,Shell Reddy  Express Wattle Grove,"115 Heathcote Rd, Wattle Grove NSW 2173",Wattle Grove,2173,Reddy Express,176.9,2026-04-26
101,Coles Express Bexley,"306-312 Forest Road (Cnr Fredrick St), Bexley NSW 2205",Bexley,2205,Coles Express,181.9,2026-04-26
103,Shell Reddy Express Tweed Heads South,"71 Minjungbal Dr, Tweed Heads South NSW 2486",Tweed Heads South,2486,Reddy Express,176.9,2026-04-26
104,Coles Express Hoxton Park,"650-652 Hoxton Park Rd, Hoxton Park NSW 2171",Hoxton Park,2171,Coles Express,181.9,2026-04-26
105,Shell Reddy  Express Norwest Business Park,"4 Century Circuit, Baulkham Hills NSW 2153",Baulkham Hills,2153,Reddy Express,176.9,2026-04-26
107,Shell Reddy Express Lismore,"100 Dawson & Magellan Sts, Lismore NSW 2480",Lismore,2480,Reddy Express,181.9,2026-04-26
109,Shell Reddy Express Tweed Heads,"34 Wharf St (Cnr Frances St), Tweed Heads NSW 2485",Tweed Heads,2485,Reddy Express,176.9,2026-04-26
113,Shell Reddy  Express Alexandria,"562-572 Botany Rd, Alexandria NSW 2015",Alexandria,2015,Reddy Express,176.9,2026-04-26
116,BP Heatherbrae,"2398 Pacific Highway, Heatherbrae NSW 2324",Heatherbrae,2324,BP,183.9,2026-04-26
117,BP Kellyville,"19-21 Windsor Road, Kellyville NSW 2155",Kellyville,2155,BP,178.9,2026-04-26
118,BP Kennedy Drive,"Cnr Kennedy Dve & Ducat St, Tweed Heads NSW 2485",Tweed Heads,2485,BP,176.9,2026-04-26
119,Shell Reddy  Express Gundagai Tuckerbox,"Hume highway & Sheahan Bridge, GUNDAGAI NSW 2722",GUNDAGAI,2722,Reddy Express,176.9,2026-04-26
122,Shell Reddy Express Albury,"465 Guinea St (Cnr David St), Albury NSW 2640",Albury,2640,Reddy Express,181.9,2026-04-26
123,Coles Express Lavington,"575 Wagga Rd, Lavington NSW 2641",Lavington,2641,Coles Express,181.9,2026-04-26
125,Shell Reddy  Express Kingsgrove,"137-141 Kingsgrove Road, Kingsgrove NSW 2208",Kingsgrove,2208,Reddy Express,181.9,2026-04-26
126,Shell Reddy  Express Bega,"2-6 Swan St, Bega NSW 2550",Bega,2550,Reddy Express,176.9,2026-04-26
127,7-Eleven Belmore,"792-794 Canterbury Road Chapel Street, Belmore NSW 2192",Belmore,2192,7-Eleven,181.9,2026-04-26
128,7-Eleven Pendle Hill,"217 Wentworth Avenue (Corner Bungaree Road), Pendle Hill NSW 2145",Pendle Hill,2145,7-Eleven,187.9,2026-04-26
129,7-Eleven Rockdale,"99 Railway Street (Corner Frederick Street), Rockdale NSW 2216",Rockdale,2216,7-Eleven,189.9,2026-04-26
130,7-Eleven Guildford West,"534 Guildford Road West (Corner Fowler Road), Guildford West NSW 2161",Guildford West,2161,7-Eleven,185.9,2026-04-26
132,7-Eleven Maroubra,"1 Meagher Ave (Cnr Malabar Rd) (Repn 9 June'16), Maroubra NSW 2035",Maroubra,2035,7-Eleven,185.9,2026-04-26
133,7-Eleven Merrylands,"295-297 Merrylands Road (Corner Windsor Street), Merrylands NSW 2160",Merrylands,2160,7-Eleven,181.9,2026-04-26
134,7-Eleven Hurlstone Park,"670 New Canterbury Road (Corner Melford Street), Hurlstone Park NSW 2193",Hurlstone Park,2193,7-Eleven,189.9,2026-04-26
135,7-Eleven Fairfield West,"234 Hamilton Road, Fairfield West NSW 2165",Fairfield West,2165,7-Eleven,189.9,2026-04-26
136,Coles Express Bowral,"430 Bong Bong St (Cnr Bowral St), Bowral NSW 2576",Bowral,2576,Coles Express,181.9,2026-04-26
137,7-Eleven North Rocks,"340 North Rocks Road, North Rocks NSW 2151",North Rocks,2151,7-Eleven,181.9,2026-04-26
140,7-Eleven Mount Pritchard,"352 Elizabeth Drive (Corner Meadow Road), Mount Pritchard NSW 2170",Mount Pritchard,2170,7-Eleven,183.9,2026-04-26
141,7-Eleven Mosman,"162A Spit Road (Corner Mitchell Road), Mosman NSW 2088",Mosman,2088,7-Eleven,183.9,2026-04-26
142,7-Eleven Caringbah,"367 The Kingsway (Corner Willarong Road), Caringbah NSW 2229",Caringbah,2229,7-Eleven,181.9,2026-04-26
143,7-Eleven West Wollongong,"Corner Crown & Darling Streets, West Wollongong NSW 2500",West Wollongong,2500,7-Eleven,179.9,2026-04-26
144,7-Eleven Kingswood,"127 GREAT WESTERN HWY, KINGSWOOD NSW 2747",KINGSWOOD,2747,7-Eleven,189.9,2026-04-26
145,7-Eleven Drummoyne,"271A Victoria Road, Drummoyne NSW 2047",Drummoyne,2047,7-Eleven,181.9,2026-04-26
146,7-Eleven Croydon Park,"45 Georges River Road, Croydon Park NSW 2133",Croydon Park,2133,7-Eleven,184.9,2026-04-26
147,Coles Express Goulburn,"90 Cowper St (Cnr Clinton St), Goulburn NSW 2580",Goulburn,2580,Coles Express,181.9,2026-04-26
148,7-Eleven Penshurst,"612 Forest Road, Penshurst NSW 2222",Penshurst,2222,7-Eleven,183.9,2026-04-26
149,7-Eleven Randwick,"128 Barker Street, Randwick NSW 2031",Randwick,2031,7-Eleven,183.9,2026-04-26
150,7-Eleven Heatherbrae,"369 Pacific Highway, Heatherbrae NSW 2324",Heatherbrae,2324,7-Eleven,189.9,2026-04-26
151,7-Eleven Kings Park,"363 Vardys Road, Kings Park NSW 2148",Kings Park,2148,7-Eleven,179.9,2026-04-26
154,7-Eleven Mosman,"45 Spit Road, Mosman NSW 2088",Mosman,2088,7-Eleven,181.9,2026-04-26
156,7-Eleven Belmont North,"378 Pacific Highway, Belmont North NSW 2280",Belmont North,2280,7-Eleven,181.9,2026-04-26
158,Coles Express St Helens Park,"Lot 201 Appin Road, St Helens Park NSW 2560",St Helens Park,2560,Coles Express,181.9,2026-04-26
160,7-Eleven Shellharbour,"Corner Shellharbour & Wattle Roads, Shellharbour NSW 2529",Shellharbour,2529,7-Eleven,187.9,2026-04-26
162,7-Eleven Sutherland,"693 Old Princes Highway (Retank Reopens 23 Jun'16), Sutherland NSW 2232",Sutherland,2232,7-Eleven,183.9,2026-04-26
163,7-Eleven Penrith,"30 Henry Street, Penrith NSW 2750",Penrith,2750,7-Eleven,189.9,2026-04-26
164,7-Eleven Narrabeen,"1234 Pittwater Road, Narrabeen NSW 2101",Narrabeen,2101,7-Eleven,183.9,2026-04-26
165,7-Eleven Arndell Park,"180 Reservoir Road, Arndell Park NSW 2148",Arndell Park,2148,7-Eleven,183.9,2026-04-26
167,7-Eleven Carlingford,"243 Pennant Hills Road, Carlingford NSW 2118",Carlingford,2118,7-Eleven,171.9,2026-04-26
168,7-Eleven Minchinbury,"Lot 3 Great Western Highway (Cnr John Hines Ave), Minchinbury NSW 2770",Minchinbury,2770,7-Eleven,177.9,2026-04-26
169,Shell Reddy Express Killarney Vale,"102 - 106 Wyong Road, Killarney Vale NSW 2261",Killarney Vale,2261,Reddy Express,176.9,2026-04-26
170,7-Eleven Arncliffe,"28 Princes Highway, Arncliffe NSW 2205",Arncliffe,2205,7-Eleven,186.9,2026-04-26
171,7-Eleven Erina,"214 The Entrance Road, Erina NSW 2250",Erina,2250,7-Eleven,181.9,2026-04-26
174,7-Eleven Corrimal,"138-146 Princes Highway, Corrimal NSW 2518",Corrimal,2518,7-Eleven,176.9,2026-04-26
175,7-Eleven Minto,"Lot 1 Ben Lomond Road, MINTO NSW 2566",MINTO,2566,7-Eleven,183.9,2026-04-26
176,7-Eleven Blacktown,"62 Walters Road, Blacktown NSW 2148",Blacktown,2148,7-Eleven,186.9,2026-04-26
177,7-Eleven Lisarow,"911 Pacific Highway, Lisarow NSW 2250",Lisarow,2250,7-Eleven,187.9,2026-04-26
178,7-Eleven Watanobbi,"156 Pacific Highway, Watanobbi NSW 2259",Watanobbi,2259,7-Eleven,189.9,2026-04-26
179,7-Eleven Regentville,"36 Mulgoa Road, Regentville NSW 2745",Regentville,2745,7-Eleven,185.9,2026-04-26
180,Coles Express Picton,"93-99 Argyle Street, Picton NSW 2571",Picton,2571,Coles Express,181.9,2026-04-26
181,7-Eleven Argenton,"503 Lake Road, Argenton NSW 2284",Argenton,2284,7-Eleven,187.9,2026-04-26
182,7-Eleven Emu Plains,"49-51 Great Western Highway, Emu Plains NSW 2750",Emu Plains,2750,7-Eleven,189.9,2026-04-26
183,7-Eleven Campbelltown,"71 Blaxland Road, Campbelltown NSW 2560",Campbelltown,2560,7-Eleven,181.9,2026-04-26
184,7-Eleven Castle Hill,"255 -257 Old Northern Road, Castle Hill NSW 2154",Castle Hill,2154,7-Eleven,173.9,2026-04-26
185,7-Eleven South Hurstville,"822 King Georges Road & Joffre St, South Hurstville NSW 2220",South Hurstville,2220,7-Eleven,179.9,2026-04-26
186,7-Eleven Georges Hall,"48 SURREY AV, GEORGES HALL NSW 2198",GEORGES HALL,2198,7-Eleven,184.9,2026-04-26
187,7-Eleven Green Point,"390 Avoca Drive (Gosford), Green Point NSW 2251",Green Point,2251,7-Eleven,183.9,2026-04-26
188,7-Eleven Mount Pritchard,"464 Cabramatta Road West, Mount Pritchard NSW 2170",Mount Pritchard,2170,7-Eleven,183.9,2026-04-26
190,7-Eleven Ashfield,"132 LIVERPOOL RD, ASHFIELD NSW 2131",ASHFIELD,2131,7-Eleven,183.9,2026-04-26
191,Coles Express Leppington,"1443 Camden Valley Way, Leppington NSW 2171",Leppington,2171,Coles Express,181.9,2026-04-26
192,7-Eleven Bankstown,"180 Stacey & Stanley Streets, Bankstown NSW 2200",Bankstown,2200,7-Eleven,179.9,2026-04-26
193,7-Eleven Casula,"2355 Camden Valley Way (Corner Beech Road), Casula NSW 2170",Casula,2170,7-Eleven,181.9,2026-04-26
194,7-Eleven Adamstown,"531 - 537 Glebe Road & Bryant Street, Adamstown NSW 2289",Adamstown,2289,7-Eleven,187.9,2026-04-26
195,7-Eleven Berkeley,"47 Nolan Street (Corner Northcliffe Road), Berkeley NSW 2506",Berkeley,2506,7-Eleven,197.9,2026-04-26
196,7-Eleven Berowra,"965-969 Pacific Highway (Corner Waratah Road), Berowra NSW 2081",Berowra,2081,7-Eleven,181.9,2026-04-26
197,7-Eleven Bexley,"611-615  Mimosa Street (Corner Forest Road), Bexley NSW 2207",Bexley,2207,7-Eleven,183.9,2026-04-26
199,BP Macarthur,"Cnr Campbelltown & Blaxland Roads, Campbelltown NSW 2560",Campbelltown,2560,BP,181.9,2026-04-26
200,BP Minchinbury,"1055 Great Western Highway, Minchinbury NSW 2770",Minchinbury,2770,BP,178.9,2026-04-26
201,7-Eleven Blacktown East,"56 Leabons Lane (Corner Blacktown Road), Blacktown East NSW 2148",Blacktown East,2148,7-Eleven,186.9,2026-04-26
202,Coles Express Campbelltown,"27 Queen Street, Campbelltown NSW 2560",Campbelltown,2560,Coles Express,181.9,2026-04-26
203,7-Eleven Blacktown,"175 Richmond Road, Blacktown NSW 2148",Blacktown,2148,7-Eleven,183.9,2026-04-26
204,7-Eleven Blacktown,"354 Corner Flushcombe Road & Myrtle Street, Blacktown NSW 2148",Blacktown,2148,7-Eleven,185.9,2026-04-26
205,7-Eleven Blaxland,"139 Great Western Highway (Corner Layton Avenue), Blaxland NSW 2774",Blaxland,2774,7-Eleven,185.9,2026-04-26
206,7-Eleven Bligh Park,"735 George Street, Bligh Park NSW 2756",Bligh Park,2756,7-Eleven,182.9,2026-04-26
207,7-Eleven Bonnyrigg,"140 Edensor & Bibbys Roads, Bonnyrigg NSW 2177",Bonnyrigg,2177,7-Eleven,187.9,2026-04-26
208,7-Eleven Burwood,"Cnr Parramatta & Shaftsbury Rds, Burwood NSW 2134",Burwood,2134,7-Eleven,172.9,2026-04-26
209,7-Eleven Campbelltown,"96 Queen & Broughton Streets, Campbelltown NSW 2560",Campbelltown,2560,7-Eleven,181.9,2026-04-26
211,7-Eleven West Pennant Hills,"552 Pennant Hills Road, West Pennant Hills NSW 2125",West Pennant Hills,2125,7-Eleven,185.9,2026-04-26
212,7-Eleven Colyton,"104 Great Western Highway & Bennett Road, Colyton NSW 2760",Colyton,2760,7-Eleven,181.9,2026-04-26
215,7-Eleven Croydon Park,"342 Georges River Road & Burwood Road, Croydon Park NSW 2133",Croydon Park,2133,7-Eleven,184.9,2026-04-26
217,7-Eleven Dee Why,"940 Pittwater Road & Hawkesbury Avenue, Dee Why NSW 2099",Dee Why,2099,7-Eleven,183.9,2026-04-26
218,7-Eleven Eastern Creek,"Lot 16 - 25 Great Western Highway, Eastern Creek NSW 2766",Eastern Creek,2766,7-Eleven,185.9,2026-04-26
219,7-Eleven Emerton,"Shop 1, 135-137 Popondetta Road, Emerton NSW 2770","135-137 Popondetta Road, Emerton",2770,7-Eleven,189.9,2026-04-26
220,7-Eleven Green Valley,"187 Wilson Road, Green Valley NSW 2168",Green Valley,2168,7-Eleven,185.9,2026-04-26
221,7-Eleven Haberfield,"25 Parramatta Road, Haberfield NSW 2045",Haberfield,2045,7-Eleven,177.9,2026-04-26
222,7-Eleven Minchinbury,"1042 Great Western Highway, Minchinbury NSW 2770",Minchinbury,2770,7-Eleven,179.9,2026-04-26
225,Shell Reddy Express Liverpool,"338-340 Hume Highway, Liverpool NSW 2170",Liverpool,2170,Reddy Express,181.9,2026-04-26
226,7-Eleven Emu Plains,"126-128 OLD BATHURST RD, EMU HEIGHTS NSW 2750",EMU HEIGHTS,2750,7-Eleven,189.9,2026-04-26
227,7-Eleven Epping,"246 Beecroft & Carlingford Roads, Epping NSW 2121",Epping,2121,7-Eleven,181.9,2026-04-26
229,7-Eleven Gosford West,"55 Central Coast Highway, Gosford West NSW 2250",Gosford West,2250,7-Eleven,177.9,2026-04-26
230,7-Eleven Granville,"154-160 Parramatta Road & Corner Bold Street, Granville NSW 2142",Granville,2142,7-Eleven,183.9,2026-04-26
231,7-Eleven Granville East,"Lot 3-4 Parramatta Road & Harbord Street, Granville East NSW 2142",Granville East,2142,7-Eleven,183.9,2026-04-26
233,7-Eleven Gymea,"110 Gymea Bay Rd (Cnr 337-339 President Avenue), Gymea NSW 2227",Gymea,2227,7-Eleven,173.9,2026-04-26
235,7-Eleven Ingleburn,"63 Oxford & Cumberland Streets, Ingleburn NSW 2565",Ingleburn,2565,7-Eleven,181.9,2026-04-26
236,Coles Express Bathurst,"298 Stewart St (Cnr Rocket St), Bathurst NSW 2795",Bathurst,2795,Coles Express,181.9,2026-04-26
237,7-Eleven Jamisontown,"92 Mulgoa Road & Batt Street, Jamisontown NSW 2750",Jamisontown,2750,7-Eleven,181.9,2026-04-26
238,7-Eleven Kensington,"110 Anzac Parade & Goodwood Street, Kensington NSW 2033",Kensington,2033,7-Eleven,181.9,2026-04-26
239,7-Eleven Kensington,"131 Anzac Parade & Todman Avenue, Kensington NSW 2033",Kensington,2033,7-Eleven,181.9,2026-04-26
240,7-Eleven Killara,"494 Pacific Hwy, Killara NSW 2071",Killara,2071,7-Eleven,183.9,2026-04-26
241,7-Eleven Plumpton,"291 Rooty Hill Road North, Plumpton NSW 2761",Plumpton,2761,7-Eleven,185.9,2026-04-26
243,7-Eleven Kirrawee,"529-531 Princes Highway & Bath Road, Kirrawee NSW 2232",Kirrawee,2232,7-Eleven,183.9,2026-04-26
244,7-Eleven Kirrawee,"542 Princes Highway, Kirrawee NSW 2232",Kirrawee,2232,7-Eleven,181.9,2026-04-26
246,7-Eleven Lambton,"21 Croudace & De Vitre Streets, Lambton NSW 2299",Lambton,2299,7-Eleven,186.9,2026-04-26
248,7-Eleven New Lambton,"289 - 291 Turton Road & Young Street, New Lambton NSW 2305",New Lambton,2305,7-Eleven,189.9,2026-04-26
249,7-Eleven Lansvale South,"44 Hume Highway & Knight Street, Lansvale South NSW 2166",Lansvale South,2166,7-Eleven,181.9,2026-04-26
250,7-Eleven Lindfield,"238 Pacific Highway, Lindfield NSW 2070",Lindfield,2070,7-Eleven,183.9,2026-04-26
251,7-Eleven Liverpool,"95 Elizabeth Drive (Corner Park Road), Liverpool NSW 2170",Liverpool,2170,7-Eleven,189.9,2026-04-26
252,7-Eleven Marks Point,"770 Pacific Highway & Marks Point  Road, Marks Point NSW 2280",Marks Point,2280,7-Eleven,187.9,2026-04-26
253,7-Eleven Wickham,"184-188 Hannell Street, Wickham NSW 2293",Wickham,2293,7-Eleven,185.9,2026-04-26
254,7-Eleven Mayfield West,"412-416 Maitland Road & Frith Street, Mayfield West NSW 2304",Mayfield West,2304,7-Eleven,189.9,2026-04-26
257,7-Eleven Mona Vale,"24 Barrenjoey Road (Corner Darley Street East), Mona Vale NSW 2103",Mona Vale,2103,7-Eleven,181.9,2026-04-26
259,7-Eleven Narrabeen,"1497 Pittwater Road & Gondola Street, Narrabeen NSW 2101",Narrabeen,2101,7-Eleven,176.9,2026-04-26
260,7-Eleven North Ryde,"400 Lane Cove Road, North Ryde NSW 2113",North Ryde,2113,7-Eleven,181.9,2026-04-26
261,7-Eleven Penrith South,"15-19 Aspen Street, Penrith South NSW 2750",Penrith South,2750,7-Eleven,187.9,2026-04-26
262,7-Eleven Ryde,"326-328 Blaxland Road, Ryde NSW 2112",Ryde,2112,7-Eleven,179.9,2026-04-26
264,7-Eleven Northmead,"56 Windsor Road & Northmead Avenue, Northmead NSW 2152",Northmead,2152,7-Eleven,179.9,2026-04-26
266,7-Eleven Parramatta,"81 Victoria Road & Macarthur Street, Parramatta NSW 2150",Parramatta,2150,7-Eleven,181.9,2026-04-26
267,7-Eleven Cranebrook,"212-222 Andrews & Castlereagh Roads, Cranebrook NSW 2749",Cranebrook,2749,7-Eleven,189.9,2026-04-26
269,Shell Reddy Express Mount Annan,"241 Waterworth Drive, Mount Annan NSW 2567",Mount Annan,2567,Reddy Express,176.9,2026-04-26
271,7-Eleven Plumpton,"Corner Richmond Road & Dublin Street, Plumpton NSW 2761",Plumpton,2761,7-Eleven,184.9,2026-04-26
273,7-Eleven Revesby,"275 Canterbury Road & Mavis Street, Revesby NSW 2212",Revesby,2212,7-Eleven,183.9,2026-04-26
274,7-Eleven Riverwood,"30 Bonds Road (Corner Romilly Street), Riverwood NSW 2210",Riverwood,2210,7-Eleven,181.9,2026-04-26
275,7-Eleven Rockdale,"293 West Botany Street (Corner Bestic Street), Rockdale NSW 2216",Rockdale,2216,7-Eleven,189.9,2026-04-26
276,7-Eleven Rooty Hill,"108 ROOTY HILL RD SOUTH, ROOTY HILL NSW 2766",ROOTY HILL,2766,7-Eleven,185.9,2026-04-26
277,7-Eleven Lakemba,"222 King Georges Rd (Cnr Canarys Rd) (Opn 30/6/16), Lakemba NSW 2195",Lakemba,2195,7-Eleven,181.9,2026-04-26
