station_code,name,address,suburb,postcode,brand,price,date
278,7-Eleven Roseville,"Corner Pacific Highway and Boundary Street, Roseville NSW 2069",Roseville,2069,7-Eleven,181.9,2026-04-26
279,7-Eleven Shortland,"300 Sandgate Road, Shortland NSW 2307",Shortland,2307,7-Eleven,187.9,2026-04-26
280,Shell Reddy Express Wallsend West,"14 Thomas St, Wallsend NSW 2287",Wallsend,2287,Reddy Express,176.9,2026-04-26
281,BP Carlingford,"712 Pennant Hills Road, Carlingford NSW 2118",Carlingford,2118,BP,181.9,2026-04-26
282,BP Chinderah T/C,"68-89 Ozone Street, Chinderah NSW 2487",Chinderah,2487,BP,179.9,2026-04-26
283,7-Eleven Rozelle,"178-184 Victoria Road (Corner Moodie Street), Rozelle NSW 2039",Rozelle,2039,7-Eleven,177.9,2026-04-26
284,7-Eleven West Ryde,"919 Victoria Road (Corner Hermitage Road), West Ryde NSW 2114",West Ryde,2114,7-Eleven,179.9,2026-04-26
287,7-Eleven St Clair,"4 Endeavour & Bennett Roads, St Clair NSW 2759",St Clair,2759,7-Eleven,183.9,2026-04-26
288,7-Eleven St Ives,"157-159 Mona Vale Rd, ST IVES NSW 2075",ST IVES,2075,7-Eleven,181.9,2026-04-26
289,7-Eleven St Marys,"Corner Forrester Road & Christie Street, St Marys NSW 2760",St Marys,2760,7-Eleven,181.9,2026-04-26
290,7-Eleven St Marys,"Corner Mamre Road & Wilson Street, St Marys NSW 2760",St Marys,2760,7-Eleven,181.9,2026-04-26
291,Shell Reddy Express Cremorne,"227 Military Rd, Cremorne NSW 2090",Cremorne,2090,Reddy Express,176.9,2026-04-26
292,7-Eleven Strathfield South,"575-585 Liverpool Road, Strathfield South NSW 2136",Strathfield South,2136,7-Eleven,181.9,2026-04-26
293,7-Eleven The Entrance,"184-186 The Entrance Rd & Gosford Ave, Long Jetty NSW 2261",Long Jetty,2261,7-Eleven,187.9,2026-04-26
294,7-Eleven Toongabbie,"3 Metella Road & Corner Cornelia Road, Toongabbie NSW 2146",Toongabbie,2146,7-Eleven,187.9,2026-04-26
295,7-Eleven Turramurra,"1408 Pacific Highway (Corner Duff Street), Turramurra NSW 2074",Turramurra,2074,7-Eleven,183.9,2026-04-26
296,7-Eleven Wahroonga,"1579 Pacific Highway (Corner Redleaf Avenue), Wahroonga NSW 2076",Wahroonga,2076,7-Eleven,181.9,2026-04-26
297,7-Eleven Warners Bay,"393 Hillsborough Road  (Corner Macquarie Road), Warners Bay NSW 2282",Warners Bay,2282,7-Eleven,189.9,2026-04-26
300,BP Mosman (0926),"Cnr Avenue & Cowles Roads, Mosman NSW 2088",Mosman,2088,BP,181.9,2026-04-26
306,7-Eleven Guildford,"272-278 Woodville Road, Guildford NSW 2161",Guildford,2161,7-Eleven,181.9,2026-04-26
308,7-Eleven Gregory Hills,"1&3 Rodeo Rd (160 Camden Valley Way), Gregory Hills NSW 2557",Gregory Hills,2557,7-Eleven,181.9,2026-04-26
309,7-Eleven Kellyville,"54 - 56 Windsor Road, Kellyville NSW 2155",Kellyville,2155,7-Eleven,179.9,2026-04-26
310,7-Eleven Penrith,"588 HIGH ST, PENRITH NSW 2750",PENRITH,2750,7-Eleven,189.9,2026-04-26
311,7-Eleven Northmead,"137 Windsor Road, Northmead NSW 2152",Northmead,2152,7-Eleven,181.9,2026-04-26
312,7-Eleven Albion Park Rail,"138-142 Princes Highway, ALBION PARK RAIL NSW 2527",ALBION PARK RAIL,2527,7-Eleven,185.9,2026-04-26
314,7-Eleven Wadalba,"Corner Pacific Highway & London Drive, Wadalba NSW 2259",Wadalba,2259,7-Eleven,189.9,2026-04-26
315,7-Eleven Goulburn,"88 - 92 Clinton Street, Goulburn NSW 2580",Goulburn,2580,7-Eleven,181.9,2026-04-26
319,7-Eleven Lake Illawarra,"2 - 4 Peterborough Avenue, Lake Illawarra NSW 2528",Lake Illawarra,2528,7-Eleven,197.9,2026-04-26
320,7-Eleven Bathurst,"269 Stewart Street, Bathurst NSW 2795",Bathurst,2795,7-Eleven,187.9,2026-04-26
322,BP Asquith,"Cnr Pacific Highway & Jersey Street, Asquith NSW 2077",Asquith,2077,BP,174.9,2026-04-26
326,BP Canterbury,"322 Canterbury Road, Canterbury NSW 2193",Canterbury,2193,BP,179.9,2026-04-26
328,BP Milperra,"5 Bullecourt Avenue, Milperra NSW 2214",Milperra,2214,BP,178.9,2026-04-26
329,BP Mona Vale,"1721 Pittwater Road, Mona Vale NSW 2103",Mona Vale,2103,BP,176.9,2026-04-26
330,BP Peninsula,"Cnr Barrenjoey & Darley Roads, Mona Vale NSW 2103",Mona Vale,2103,BP,180.9,2026-04-26
331,BP Rydalmere,"Cnr Victora Rd & Clyde St, Rydalmere NSW 2116",Rydalmere,2116,BP,174.9,2026-04-26
332,BP St Peters (NSW),"2 Princes Highway, St Peters NSW 2044",St Peters,2044,BP,180.9,2026-04-26
334,BP Stewart Street,"255-257 Stewart Street, Bathurst NSW 2795",Bathurst,2795,BP,181.9,2026-04-26
335,Shell Reddy Express Nowra,"55 Kinghorne St (Cnr Worrigee St), Nowra NSW 2541",Nowra,2541,Reddy Express,181.9,2026-04-26
338,BP Berkeley Vale,"1 Blade Close, Berkeley Vale NSW 2261",Berkeley Vale,2261,BP,189.9,2026-04-26
340,BP Ozigo,"Corner Ewingsdale Rd and, Bayshore Dr, Byron Bay NSW 2481","Bayshore Dr, Byron Bay",2481,BP,197.9,2026-04-26
343,BP Coffs Harbour,"136 Pacific Highway, Coffs Harbour NSW 2450",Coffs Harbour,2450,BP,177.9,2026-04-26
344,BP Artarmon,"422 Pacific Hwy, Artarmon NSW 2064",Artarmon,2064,BP,180.9,2026-04-26
345,BP Ashfield,"580-586 Parramatta Road, Croydon NSW 2132",Croydon,2132,BP,176.9,2026-04-26
346,BP Balgowlah,"485 Sydney Road, Balgowlah NSW 2093",Balgowlah,2093,BP,181.9,2026-04-26
347,Shell Reddy  Express Forster,"2 The Lakes Way, Forster NSW 2428",Forster,2428,Reddy Express,181.9,2026-04-26
349,BP Caringbah,"Cnr Captain Cook Dve & Cawarra Rd, Caringbah NSW 2229",Caringbah,2229,BP,181.9,2026-04-26
352,BP Quakers Hill,"45 Hambledon Road, Quakers Hill NSW 2763",Quakers Hill,2763,BP,181.9,2026-04-26
355,BP Rosehill,"Cnr Hassall & James Ruse Drive, Rosehill NSW 2142",Rosehill,2142,BP,176.9,2026-04-26
357,BP Runway,"Cnr Butler Rd & General Holmes Dve, Mascot NSW 2020",Mascot,2020,BP,181.9,2026-04-26
358,Shell Reddy Express Narellan,"293 Camden Valley Hwy (Cnr Grahams Hill Rd), Narellan NSW 2567",Narellan,2567,Reddy Express,181.9,2026-04-26
360,BP St Marys,"76 Glossop Street, St Marys NSW 2760",St Marys,2760,BP,179.9,2026-04-26
364,BP Woodcroft,"Cnr Woodcroft Dr & Richmond Road, Doonside NSW 2767",Doonside,2767,BP,179.9,2026-04-26
365,BP Woollahra,"39 Vernon Street, Woollahra NSW 2025",Woollahra,2025,BP,177.9,2026-04-26
369,Coles Express Greenacre,"9-11 Roberts Road, Greenacre NSW 2190",Greenacre,2190,Coles Express,181.9,2026-04-26
370,BP Engadine,"1234 Princess Highway, Engadine NSW 2233",Engadine,2233,BP,181.9,2026-04-26
371,BP Marulan Northbound T/S,"Hume Highway, Marulan North NSW 2579",Marulan North,2579,BP,179.9,2026-04-26
372,BP Marulan Southbound T/S,"Hume Highway, Marulan South NSW 2579",Marulan South,2579,BP,179.9,2026-04-26
373,BP Mosman (9542),"175 Ourimbah Road, Mosman NSW 2088",Mosman,2088,BP,181.9,2026-04-26
375,BP Penrith,"Cnr Castlereagh & Coreen Ave, Penrith NSW 2750",Penrith,2750,BP,189.9,2026-04-26
377,BP Tuggerah,"100 Pacific Highway, Tuggerah NSW 2259",Tuggerah,2259,BP,189.9,2026-04-26
378,BP Valentine,"855 Macquarie Drive, Valentine NSW 2280",Valentine,2280,BP,183.9,2026-04-26
380,Shell Reddy Express Merrylands,"398 Merrylands Rd (Cnr Fowler Rd), Merrylands NSW 2160",Merrylands,2160,Reddy Express,181.9,2026-04-26
386,BP Grenfell Road,"11 Grenfell Road, Cowra NSW 2794",Cowra,2794,BP,203.9,2026-04-26
387,BP Hexham,"Cnr Pacific Hwy & Old M'Land, Hexham NSW 2322",Hexham,2322,BP,181.9,2026-04-26
388,BP Jamisontown,"126-130 Mulgoa Road, Penrith NSW 2750",Penrith,2750,BP,181.9,2026-04-26
390,BP Jindabyne,"8 Kosciusko Road, Jindabyne NSW 2627",Jindabyne,2627,BP,209.9,2026-04-26
391,Shell Reddy  Express Northmead,"197 Windsor Road, Northmead NSW 2152",Northmead,2152,Reddy Express,181.9,2026-04-26
394,BP Marsden Park,"851 Richmond Road, Marsden Park NSW 2765",Marsden Park,2765,BP,178.9,2026-04-26
401,BP Potts Hill T/S,"155-157 Rockwood Road, Yagoona NSW 2199",Yagoona,2199,BP,182.9,2026-04-26
402,Shell Reddy  Express Parramatta,"88 Victoria Rd (Cnr Buller St), Parramatta NSW 2150",Parramatta,2150,Reddy Express,181.9,2026-04-26
403,BP Pymble,"Cnr Pacific Hwy & Bannockburn Rd, Pymble NSW 2073",Pymble,2073,BP,181.9,2026-04-26
404,BP Raglan,"39 Sydney Road, Raglan NSW 2795",Raglan,2795,BP,185.9,2026-04-26
405,BP Riverside Maclean,"111-117 River Street, MacLean NSW 2463",MacLean,2463,BP,201.9,2026-04-26
408,BP Crossroads,"615-617 Hume Hwy, CASULA NSW 2170",CASULA,2170,BP,181.9,2026-04-26
409,BP Dural,"582 Old Northern Road, Dural NSW 2158",Dural,2158,BP,181.9,2026-04-26
410,BP Forestville,"632 Warringah Road, Forestville NSW 2087",Forestville,2087,BP,175.9,2026-04-26
413,Shell Reddy Express Dundas,"199-203 Kissing Point Rd (Cnr Kirby St), Dundas NSW 2117",Dundas,2117,Reddy Express,181.9,2026-04-26
414,BP Springwood,"28 Great Western Highway, Valley Heights NSW 2777",Valley Heights,2777,BP,184.9,2026-04-26
415,BP Tumbi Umbi,"Cnr Wyong Rd & Mingara Dve, Tumbi Umbi NSW 2261",Tumbi Umbi,2261,BP,179.9,2026-04-26
417,BP South Moorebank,"80 Heathcote Road, Moorebank NSW 2170",Moorebank,2170,BP,178.9,2026-04-26
423,BP Young,"Cnr Zouch and Edward Streets, Young NSW 2594",Young,2594,BP,189.9,2026-04-26
429,United Petroleum East Blaxland,"67 Old Bathurst Road, East Blaxland NSW 2774",East Blaxland,2774,United,185.9,2026-04-26
430,United Petroleum Budgewoi,"67-71 Scenic Drive, Budgewoi NSW 2262",Budgewoi,2262,United,181.5,2026-04-26
431,United Petroleum Casino,"136-144 Johnston Street, Casino NSW 2470",Casino,2470,United,181.9,2026-04-26
434,United Petroleum Coffs Harbour,"316 Harbour Drive, Coffs Harbour NSW 2450",Coffs Harbour,2450,United,176.5,2026-04-26
435,Shell Reddy Express Bondi Junction,"120-138 Birrell Street, Bondi Junction NSW 2022",Bondi Junction,2022,Reddy Express,176.9,2026-04-26
436,United Petroleum Coffs Central,"165 Pacific Highway, Coffs Central NSW 2450",Coffs Central,2450,United,176.5,2026-04-26
437,United Petroleum Cowra,"10 Kendal Street, Cowra NSW 2794",Cowra,2794,United,197.9,2026-04-26
439,United Petroleum Dee Why,"1 The Strand, Dee Why NSW 2099",Dee Why,2099,United,179.9,2026-04-26
440,United Petroleum Dee Why Pittwater,"625 PITTWATER RD, DEE WHY NSW 2099",DEE WHY,2099,United,179.9,2026-04-26
441,United Petroleum Dorrigo,"3 Cudgery Street, Dorrigo NSW 2453",Dorrigo,2453,United,196.9,2026-04-26
444,United Petroleum Empire Bay,"306 Empire Drive, Empire Bay NSW 2257",Empire Bay,2257,United,176.9,2026-04-26
445,United Petroleum Mullaway,"2910 Pacific Highway, Mullaway NSW 2456",Mullaway,2456,United,181.9,2026-04-26
446,Shell Reddy Express Albion Park,"252 Princes Highway, Albion Park NSW 2527",Albion Park,2527,Reddy Express,181.9,2026-04-26
447,Shell Reddy Express Randwick Frenchmans,"Frenchmans Rd & Clovelly Rd, Randwick NSW 2031",Randwick,2031,Reddy Express,181.9,2026-04-26
449,United Petroleum Woolgoolga,"58 Clarence Street, Woolgoolga NSW 2456",Woolgoolga,2456,United,181.9,2026-04-26
451,United Petroleum Freemans Waterhole,"971 Freemans Drive, Freemans Waterhole NSW 2323",Freemans Waterhole,2323,United,182.5,2026-04-26
453,United Glen Innes,"Corner of New England Highway & Grafton Street, Glen Innes NSW 2370",Glen Innes,2370,United,185.5,2026-04-26
455,United Petroleum Grafton South,"Pacific Hwy & Heber Street, GRAFTON SOUTH NSW 2460",GRAFTON SOUTH,2460,United,181.9,2026-04-26
457,United Petroleum Kemps Creek,"1465-1467 Elizabeth Drive, Kemps Creek NSW 2178",Kemps Creek,2178,United,183.5,2026-04-26
458,Shell Reddy Express Randwick Alison Rd,"54 Alison Road, Randwick NSW 2031",Randwick,2031,Reddy Express,181.9,2026-04-26
459,United Petroleum Kempsey,"154 Belgrave Street, Kempsey NSW 2440",Kempsey,2440,United,193.9,2026-04-26
460,United Petroleum Leeton,"110 Kurrajong Avenue, Leeton NSW 2705",Leeton,2705,United,203.9,2026-04-26
461,United Petroleum Lethbridge Park,"400 Luxford Road, Lethbridge Park NSW 2770",Lethbridge Park,2770,United,181.9,2026-04-26
463,United Petroleum Maitland,"Les Darcy Drive, Maitland NSW 2320",Maitland,2320,United,181.5,2026-04-26
464,United Petroleum East Maitland,"250 Newcastle Road, East Maitland NSW 2323",East Maitland,2323,United,181.5,2026-04-26
466,United Petroleum Mayfield,"40 Industrial Drive, Mayfield NSW 2304",Mayfield,2304,United,174.5,2026-04-26
467,United Petroleum Medlow Bath,"90-92 Great Western Highway, Medlow Bath NSW 2780",Medlow Bath,2780,United,184.9,2026-04-26
468,United Petroleum Merewether,"Cnr Patrick & Watkins Streets, Merewether NSW 2291",Merewether,2291,United,181.9,2026-04-26
470,United Petroleum Metford,"114 Chelmsford Drive, Metford NSW 2325",Metford,2325,United,181.9,2026-04-26
472,United Petroleum Minto,"6 Swettenham Road, Minto NSW 2566",Minto,2566,United,179.9,2026-04-26
473,United Petroleum North Richmond,"81-87 Bells Line of Road, North Richmond NSW 2754",North Richmond,2754,United,181.9,2026-04-26
474,United Petroleum Nowra,"86 Princes Highway, Nowra NSW 2541",Nowra,2541,United,176.9,2026-04-26
476,United Petroleum Ourimbah,"51 Pacific Highway, OURIMBAH NSW 2258",OURIMBAH,2258,United,176.9,2026-04-26
477,United Petroleum Pambula,"Corner Quondola Street & Bullara Street, Pambula NSW 2549",Pambula,2549,United,193.9,2026-04-26
478,United Prairiewood,"522 Smithfield Road, Prairiewood NSW 2176",Prairiewood,2176,United,180.5,2026-04-26
480,Shell Reddy Express Pagewood,"297-299 Bunnerong Road, Pagewood NSW 2035",Pagewood,2035,Reddy Express,176.9,2026-04-26
482,United Petroleum Singleton,"59 John Street, Singleton NSW 2330",Singleton,2330,United,181.9,2026-04-26
483,United Petroleum Sutton,"1542  Federal Highway Service Road, Sutton NSW 2620",Sutton,2620,United,185.9,2026-04-26
484,United Petroleum Tamworth,"419-437 Goonoo-Goonoo Road, Tamworth NSW 2340",Tamworth,2340,United,181.5,2026-04-26
486,United Petroleum Taree,"56 Victoria Street, Taree NSW 2430",Taree,2430,United,176.9,2026-04-26
488,United Petroleum Tomerong,"Lot 6 Princes Highway, Tomerong NSW 2540",Tomerong,2540,United,179.9,2026-04-26
491,Shell Reddy Express Northmead Briens,"100 Briens Road, Northmead NSW 2152",Northmead,2152,Reddy Express,176.9,2026-04-26
494,United Petroleum Wagga Wagga,"122 Hammond Avenue, Wagga Wagga NSW 2650",Wagga Wagga,2650,United,181.9,2026-04-26
495,United Petroleum Waterloo,"941-953 Burke Road, Waterloo NSW 2147",Waterloo,2147,United,176.9,2026-04-26
496,United Petroleum North Wyong,"359 Pacific Highway, North Wyong NSW 2259",North Wyong,2259,United,183.5,2026-04-26
501,EG Ampol Minto,"2 Cary Grove (Cnr Ben Lomond Drive), Minto NSW 2566",Minto,2566,EG Ampol,181.9,2026-04-26
502,Shell Reddy Express North Ryde Wicks,"96 Wicks Road, North Ryde NSW 2113",North Ryde,2113,Reddy Express,181.9,2026-04-26
503,EG Ampol Granville,"158 Clyde Street (Cnr Redfern St), Granville NSW 2142",Granville,2142,EG Ampol,178.9,2026-04-26
504,EG Ampol Punchbowl,"1618 Canterbury Road (Cnr Gow Street), Punchbowl NSW 2196",Punchbowl,2196,EG Ampol,177.9,2026-04-26
505,EG Ampol Glen Innes,"143 Meade Street, Glen Innes NSW 2370",Glen Innes,2370,EG Ampol,189.9,2026-04-26
506,EG Ampol Rutherford,"300 New England Highway, Rutherford NSW 2320",Rutherford,2320,EG Ampol,181.9,2026-04-26
507,EG Ampol Merrylands,"185 Pitt Street, MERRYLANDS NSW 2160",MERRYLANDS,2160,EG Ampol,176.9,2026-04-26
508,EG Ampol Bulli,"261-265 Princes Highway, Bulli NSW 2516",Bulli,2516,EG Ampol,168.9,2026-04-26
510,EG Ampol Nambucca Heads,"115 Mann St, NAMBUCCA HEADS NSW 2448",NAMBUCCA HEADS,2448,EG Ampol,199.9,2026-04-26
511,EG Ampol Lakewood,"108 Sirus Drive, Lakewood NSW 2443",Lakewood,2443,EG Ampol,191.9,2026-04-26
512,EG Ampol Katoomba,"52 Great Western Hwy (cnr Albion St), Katoomba NSW 2780",Katoomba,2780,EG Ampol,187.9,2026-04-26
513,Shell Reddy  Express Pymble,"21 Ryde Rd, Pymble NSW 2073",Pymble,2073,Reddy Express,181.9,2026-04-26
514,EG Ampol Cardiff,"43 Macquarie Road, Cardiff NSW 2285",Cardiff,2285,EG Ampol,189.9,2026-04-26
515,EG Ampol Cowra,"13 Railway Lane, Cowra NSW 2646",Cowra,2646,EG Ampol,203.9,2026-04-26
517,EG Ampol Ingleburn,"12-14 Norfolk Street, Ingleburn NSW 2565",Ingleburn,2565,EG Ampol,181.9,2026-04-26
518,EG Ampol Windsor,"11 Macquarie Street, Windsor NSW 2756",Windsor,2756,EG Ampol,187.9,2026-04-26
519,EG Ampol Islington,"262 Maitland Rd (Pacific Highway), Islington NSW 2296",Islington,2296,EG Ampol,176.9,2026-04-26
520,EG Ampol Seven Hills North,"1/155 Prospect Highway, Seven Hills NSW 2147",Seven Hills,2147,EG Ampol,181.9,2026-04-26
521,EG Ampol Macquarie Fields,"Brooks St (Glenquarie Shopping Centre), Macquarie Fields NSW 2564",Macquarie Fields,2564,EG Ampol,187.9,2026-04-26
522,EG Ampol Bomaderry,"272 Princes Highway, Bomaderry NSW 2541",Bomaderry,2541,EG Ampol,176.9,2026-04-26
523,EG Ampol Tuggerah North,"186 Pacific Highway, Tuggerah NSW 2259",Tuggerah,2259,EG Ampol,189.9,2026-04-26
524,Coles Express Green Valley,"Cowpasture Rd & Green Valley, Green Valley NSW 2168",Green Valley,2168,Coles Express,181.9,2026-04-26
525,EG Ampol Kelso,"171 Sydney Road, KELSO NSW 2795",KELSO,2795,EG Ampol,185.9,2026-04-26
526,EG Ampol Strathfield,"287 Liverpool Road, Burwood NSW 2134",Burwood,2134,EG Ampol,181.9,2026-04-26
528,EG Ampol Narellan,"316 Camden Valley Way, Narellan NSW 2567",Narellan,2567,EG Ampol,177.9,2026-04-26
529,EG Ampol Woolooware,"449 Captain Cook Drive, Woolooware NSW 2230",Woolooware,2230,EG Ampol,181.9,2026-04-26
530,EG Ampol Blakehurst,"390 Princes Highway, Blakehurst NSW 2221",Blakehurst,2221,EG Ampol,176.9,2026-04-26
532,EG Ampol Goulburn,"12 Verner Street, GOULBURN NSW 2580",GOULBURN,2580,EG Ampol,176.9,2026-04-26
533,EG Ampol Young,"Cnr Lovell & Thornhill Sts, Young NSW 2594",Young,2594,EG Ampol,189.9,2026-04-26
539,EG Ampol Cootamundra,"88 Murray Street, Cootamundra NSW 2590",Cootamundra,2590,EG Ampol,203.9,2026-04-26
540,EG Ampol Green Hills,"Molly Morgan Drive (Stockland Green Hills), East Maitland NSW 2323",East Maitland,2323,EG Ampol,183.9,2026-04-26
541,EG Ampol Cooma,"Cnr Bombala & Massie Streets, Cooma NSW 2630",Cooma,2630,EG Ampol,207.9,2026-04-26
543,EG Ampol Forster,"16 Breese Parade, Forster NSW 2428",Forster,2428,EG Ampol,181.9,2026-04-26
545,EG Ampol Plumpton,"Jersey Road (Plumpton Market Place), Plumpton NSW 2761",Plumpton,2761,EG Ampol,189.9,2026-04-26
547,EG Ampol Coffs Harbour,"Pacific Hwy (Park Beach Plaza), Coffs Harbour NSW 2450",Coffs Harbour,2450,EG Ampol,176.9,2026-04-26
548,EG Ampol Warilla,"43-57 Shellharbour Rd (Warilla Grove Shopping Centre), Warilla NSW 2528",Warilla,2528,EG Ampol,197.9,2026-04-26
549,EG Ampol Glendale,"Stockland Drive (Stockland Shopping Centre), Glendale NSW 2285",Glendale,2285,EG Ampol,181.9,2026-04-26
551,EG Ampol Richmond,"Cnr Lennox & East Market Streets, Richmond NSW 2753",Richmond,2753,EG Ampol,183.9,2026-04-26
552,EG Ampol Temora,"Cnr. Polaris & Hoskins Streets, Temora NSW 2666",Temora,2666,EG Ampol,185.9,2026-04-26
553,EG Ampol Queanbeyan,"196 Crawford Street, Queanbeyan NSW 2620",Queanbeyan,2620,EG Ampol,181.9,2026-04-26
557,Shell Reddy Express Captain Cook Bridge,"102-108 Taren Point Road, Taren Point NSW 2229",Taren Point,2229,Reddy Express,176.9,2026-04-26
558,Shell Reddy Express Stanmore,"308-310 Parramatta Road, Stanmore NSW 2048",Stanmore,2048,Reddy Express,176.9,2026-04-26
559,EG Ampol Morisset,"125 Dora Street, Morisset NSW 2264",Morisset,2264,EG Ampol,183.9,2026-04-26
561,EG Ampol Dapto,"83 Byamee Street, Dapto NSW 2530",Dapto,2530,EG Ampol,183.9,2026-04-26
562,EG Ampol Moorebank,"Cnr Dredge & Stockton Avenue, Moorebank NSW 2170",Moorebank,2170,EG Ampol,179.9,2026-04-26
564,EG Ampol Mount Druitt,"North Parade (Mt Druitt Market Place), Mount Druitt NSW 2770",Mount Druitt,2770,EG Ampol,181.9,2026-04-26
565,EG Ampol Port Macquarie,"1 Bay Street, Port Macquarie NSW 2444",Port Macquarie,2444,EG Ampol,176.9,2026-04-26
566,EG Ampol Gunnedah,"18-22 Tempest Street, Gunnedah NSW 2380",Gunnedah,2380,EG Ampol,186.9,2026-04-26
567,EG Ampol Chullora,"97 Hume Highway, Chullora NSW 2190",Chullora,2190,EG Ampol,181.9,2026-04-26
568,EG Ampol Blacktown,"41 - 43 Third Avenue, Blacktown NSW 2148",Blacktown,2148,EG Ampol,179.9,2026-04-26
569,Coles Express West Ryde,"1032-1036 Victoria Rd, West Ryde NSW 2114",West Ryde,2114,Coles Express,181.9,2026-04-26
573,EG Ampol Tamworth,"119 Bridge Street (Cnr Belmore St), Tamworth NSW 2340",Tamworth,2340,EG Ampol,181.9,2026-04-26
575,EG Ampol Nowra,"58 North Street, Nowra NSW 2541",Nowra,2541,EG Ampol,181.9,2026-04-26
577,EG Ampol Moree,"215 Balo Street, Moree NSW 2400",Moree,2400,EG Ampol,183.9,2026-04-26
578,EG Ampol Scone,"254 Kelly St, Scone NSW 2337",Scone,2337,EG Ampol,196.9,2026-04-26
579,EG Ampol Bonnyrigg,"100 Bonnyrigg Avenue, Bonnyrigg NSW 2177",Bonnyrigg,2177,EG Ampol,189.9,2026-04-26
582,EG Ampol Chester Hill,"35 Woodville Road (cnr Alpha), Chester Hill NSW 2162",Chester Hill,2162,EG Ampol,181.9,2026-04-26
583,EG Ampol Belmont,"397 Pacific Highway, Belmont NSW 2280",Belmont,2280,EG Ampol,181.9,2026-04-26
584,EG Ampol Campbelltown,"48-50 Blaxland Road, Campbelltown NSW 2560",Campbelltown,2560,EG Ampol,181.9,2026-04-26
585,EG Ampol Emu Heights,"132 Old Bathurst Road, Emu Plains NSW 2750",Emu Plains,2750,EG Ampol,189.9,2026-04-26
587,EG Ampol Kings Park,"Cnr Vardys & Turbo Roads, Marayong NSW 2148",Marayong,2148,EG Ampol,176.9,2026-04-26
588,EG Ampol Mount Annan,"157 Narellan Rd (Cnr Smeaton Grange Rd), Mount Annan NSW 2567",Mount Annan,2567,EG Ampol,175.9,2026-04-26
590,EG Ampol Liverpool,"67 Orange Grove Road, Liverpool NSW 2170",Liverpool,2170,EG Ampol,181.9,2026-04-26
591,Shell Reddy Express Thornleigh,"188-190 Pennant Hills Rd, Thornleigh NSW 2120",Thornleigh,2120,Reddy Express,181.9,2026-04-26
592,EG Ampol Kingswood,"66 Parker Street (Cnr Copeland St), Penrith NSW 2747",Penrith,2747,EG Ampol,189.9,2026-04-26
593,EG Ampol Prestons,"2203 Camden Valley Way, PRESTONS NSW 2170",PRESTONS,2170,EG Ampol,181.9,2026-04-26
599,EG Ampol Werrington,"574 Great Western Hwy, Werrington NSW 2747",Werrington,2747,EG Ampol,181.9,2026-04-26
600,EG Ampol Lewisham,"774 Parramatta Road, Lewisham NSW 2049",Lewisham,2049,EG Ampol,176.9,2026-04-26
601,EG Ampol Tura Beach,"3-5 Tura Beach Drive (Cnr Sapphire Coast Drive), Tura Beach NSW 2548",Tura Beach,2548,EG Ampol,203.9,2026-04-26
602,Shell Reddy Express Wahroonga,"1601 Pacific Hwy & Coonanbarra Rd, Wahroonga NSW 2076",Wahroonga,2076,Reddy Express,181.9,2026-04-26
604,EG Ampol Berkshire Park,"770 Richmond Road, Berkshire Park NSW 2765",Berkshire Park,2765,EG Ampol,181.9,2026-04-26
605,EG Ampol North Narrabeen,"1412-1414 Pittwater Road, North Narrabeen NSW 2101",North Narrabeen,2101,EG Ampol,176.9,2026-04-26
606,EG Ampol Jerrabomberra,"10 Limestone Drive, Jerrabomberra NSW 2619",Jerrabomberra,2619,EG Ampol,189.9,2026-04-26
607,EG Ampol Tahmoor,"Cnr Thirlmere Way & Remembrance Drive, Tahmoor NSW 2573",Tahmoor,2573,EG Ampol,183.9,2026-04-26
609,EG Ampol Bass Hill,"862 Hume Highway, Bass Hill NSW 2197",Bass Hill,2197,EG Ampol,184.9,2026-04-26
610,EG Ampol Glenmore Park,"Cnr. Glenmore Parkway & Main Street, Glenmore Park NSW 2745",Glenmore Park,2745,EG Ampol,187.9,2026-04-26
611,EG Ampol Menai,"Cnr Allison Cres & Old Menai Road, Menai NSW 2234",Menai,2234,EG Ampol,189.9,2026-04-26
613,Shell Reddy  Express St Ives,"179-181 Mona Vale Rd, St Ives NSW 2075",St Ives,2075,Reddy Express,181.9,2026-04-26
614,EG Ampol Seven Hills,"240 Prospect Highway, Seven Hills NSW 2147",Seven Hills,2147,EG Ampol,186.9,2026-04-26
618,EG Ampol Unanderra,"110-112 Princes Hwy, UNANDERRA NSW 2526",UNANDERRA,2526,EG Ampol,197.9,2026-04-26
622,EG Ampol Wyoming,"522 Pacific Highway (Cnr Renwick Rd), Wyoming NSW 2250",Wyoming,2250,EG Ampol,178.9,2026-04-26
624,Shell Reddy  Express Salamander Bay,"163 Salamander Way, Salamander Bay NSW 2317",Salamander Bay,2317,Reddy Express,181.9,2026-04-26
625,EG Ampol Lansvale,"136 Hume Highway (cnr Hollywood Drive), Lansvale NSW 2166",Lansvale,2166,EG Ampol,181.9,2026-04-26
626,EG Ampol Rosemeadow,"3 Thomas Rose Drive, Rosemeadow NSW 2560",Rosemeadow,2560,EG Ampol,181.9,2026-04-26
627,EG Ampol Bowral,"2-4 Banyette Street (Cnr Station St), Bowral NSW 2576",Bowral,2576,EG Ampol,181.9,2026-04-26
630,EG Ampol Cessnock,"220 Wollombi Road, Cessnock NSW 2325",Cessnock,2325,EG Ampol,181.9,2026-04-26
