fold,regime,val_start,val_end,val_rows,n_lated,run,n_features,seed,ll_all,ll_hard25,ll_hard10,ll_lated,fit_s
5,normal,2022-10-31,2023-01-28,57613,7815,RAC_full,54,43,0.25123443252753624,0.7850826212210349,1.1651815042443994,0.4409364542648308,3.059336791993701
5,normal,2022-10-31,2023-01-28,57613,7815,RAC_full,54,44,0.25593210135282696,0.7936163911653623,1.1451052571034381,0.49744961201485394,3.3176081249985145
5,normal,2022-10-31,2023-01-28,57613,7815,RAC_full,54,45,0.26004739909215446,0.8059599235104691,1.1826237685875718,0.44703126734338655,3.104776332998881
5,normal,2022-10-31,2023-01-28,57613,7815,RAC_full,54,46,0.2574467399902391,0.8078226078398648,1.1835435421265879,0.4673868867048391,3.120505333004985
6,normal,2023-01-29,2023-04-28,57361,2116,R0,50,42,0.21814575196132616,0.7681255186952684,1.2973647003132562,0.32887305138582007,3.225684042001376
6,normal,2023-01-29,2023-04-28,57361,2116,R0,50,43,0.21810939574304986,0.7738385914536569,1.2976794255117514,0.34471251157739213,3.0063343749934575
6,normal,2023-01-29,2023-04-28,57361,2116,R0,50,44,0.21321491480999755,0.7570101956733397,1.2656565209442323,0.32709221334909877,3.0713866659934865
6,normal,2023-01-29,2023-04-28,57361,2116,R0,50,45,0.21994291579341932,0.7650961186832339,1.2494837103042817,0.33386857254693997,3.0720827089971863
6,normal,2023-01-29,2023-04-28,57361,2116,R0,50,46,0.21823133672524786,0.7782517485274747,1.3477791955435616,0.3296307191013519,3.039216540986672
6,normal,2023-01-29,2023-04-28,57361,2116,RA_level,51,42,0.22015973439060063,0.762317930988038,1.255877604151782,0.33096298264268303,3.3702020829950925
6,normal,2023-01-29,2023-04-28,57361,2116,RA_level,51,43,0.22255990786928245,0.7783734898568221,1.2850679199338888,0.33842256033699625,3.679647584009217
6,normal,2023-01-29,2023-04-28,57361,2116,RA_level,51,44,0.21825239274151628,0.7731334663256066,1.324146888880586,0.3230731577232532,3.092534458002774
6,normal,2023-01-29,2023-04-28,57361,2116,RA_level,51,45,0.21591117605436272,0.7674554582545163,1.2941695441763263,0.3140380936279309,3.1012771250098012
6,normal,2023-01-29,2023-04-28,57361,2116,RA_level,51,46,0.21530843170642425,0.7696343315277662,1.3067339722509652,0.32250910643456454,3.146661666003638
6,normal,2023-01-29,2023-04-28,57361,2116,RA_delta,51,42,0.21494424407322352,0.7574134581716503,1.2386956850856543,0.3356221750325051,3.0341464999946766
6,normal,2023-01-29,2023-04-28,57361,2116,RA_delta,51,43,0.2161643894749062,0.7618541990402973,1.2600588899307357,0.3300971662238426,3.0394137909897836
6,normal,2023-01-29,2023-04-28,57361,2116,RA_delta,51,44,0.2192279600879971,0.7558251914208188,1.2367499610846897,0.32933028853063356,3.215047833000426
6,normal,2023-01-29,2023-04-28,57361,2116,RA_delta,51,45,0.2149583110309023,0.7595689925385406,1.249702696683809,0.3368907516507912,3.0622790830093436
6,normal,2023-01-29,2023-04-28,57361,2116,RA_delta,51,46,0.21833047196218847,0.7731272526368682,1.293785002051673,0.3276020337284116,3.0359302919969196
6,normal,2023-01-29,2023-04-28,57361,2116,RA_both,52,42,0.21441833441892968,0.7486889753995773,1.2419033550321914,0.33739948826678684,3.1079131250007777
6,normal,2023-01-29,2023-04-28,57361,2116,RA_both,52,43,0.2192744244616781,0.7614085527517779,1.2558026771942346,0.3199745315641313,3.1650297079904703
6,normal,2023-01-29,2023-04-28,57361,2116,RA_both,52,44,0.22110369951241352,0.7746860509295129,1.2798724662813774,0.3298090118398253,3.0995450829941547
6,normal,2023-01-29,2023-04-28,57361,2116,RA_both,52,45,0.2144867362771924,0.7596552012729424,1.2494204097853308,0.31984647336913014,3.0501219170109835
6,normal,2023-01-29,2023-04-28,57361,2116,RA_both,52,46,0.240343910621693,0.7492426010476562,1.2632921651297426,0.3257334796383808,3.080733708993648
6,normal,2023-01-29,2023-04-28,57361,2116,RAC_full,54,42,0.21734363590220412,0.7632931578491398,1.2643140066519152,0.3211270937964565,3.3828950000024633
6,normal,2023-01-29,2023-04-28,57361,2116,RAC_full,54,43,0.21961989889474384,0.759505694814407,1.2468229872904544,0.3360996448437534,3.1964655420015333
6,normal,2023-01-29,2023-04-28,57361,2116,RAC_full,54,44,0.22483125648610477,0.7766578518298086,1.2794360536022602,0.32582334518803807,3.343609750008909
