target,n,mean_abs_interaction,q_lo_lo,q_lo_hi,q_hi_lo,q_hi_hi,saddle_score,main_median,target_median
station_minus_last_max_cents,10000,0.016551833866667445,-0.007923193143264638,-0.016863935587322625,0.005516645821518218,-0.0015886751846333857,0.0018354214379063816,0.4346566212691973,-27.225464949928465
station_minus_last_min_cents,10000,0.018501148360974242,-0.017264504889468884,0.015879210468852024,0.0034825991066038306,-0.008207672883037002,0.044833987347961735,0.4346566212691973,7.095375722543366
station_price_cents,10000,0.01433604686016273,-0.010630718576400699,0.015779409882697746,0.004583438241628744,-0.005079529363314907,0.0360730960640421,0.4346566212691973,173.9
station_minus_sydney_avg_cents,10000,0.006919365127150589,0.00683846175869995,-0.0032287338256456466,-0.003278279413205036,0.002080234373025857,0.01542570937057649,0.4346566212691973,-0.7308343421004224
station_minus_lga_mean_cents,9957,0.007944043926579806,-0.007663378371320465,0.00719075684100976,0.0030955616172552935,-0.005021310818542893,0.022971007648128414,0.4346566212691973,0.3853658536585271
stickiness_score,10000,0.009131205256752232,0.016131142621948116,-0.006175693724782918,-0.006430235209502201,0.003467467286354802,0.03220453884258804,0.4346566212691973,0.0
cycle_peak_count,10000,0.0026549159087816917,0.0010654581493185257,0.0027494100467797262,-0.00012507764092770614,0.001256765882542999,0.0003021083739904954,0.4346566212691973,93.0
