seed,baseline_logloss,additive_logloss,ablationA_logloss,delta_additive_vs_baseline,delta_ablationA_vs_baseline,delta_ablationA_vs_additive,baseline_brier,additive_brier,ablationA_brier,baseline_fit_s,additive_fit_s,ablationA_fit_s
42,0.32179763613897744,0.32694793589451016,0.32616309530508986,0.005150299755532717,0.004365459166112418,-0.0007848405894202992,0.10353536907195501,0.10613245669613164,0.1054937740613045,3.104035208991263,3.133854916988639,2.98214975000883
43,0.33767892377699005,0.3210930375463441,0.3196429171820388,-0.01658588623064594,-0.018036006594951248,-0.0014501203643053073,0.10916138042052705,0.10274051798025446,0.10321947545418726,3.036733874992933,3.0923081249929965,3.0108237499953248
44,0.3295184585419788,0.3212528197516809,0.31413637043565895,-0.008265638790297902,-0.015382088106319858,-0.0071164493160219555,0.10689950247820829,0.10346765699135295,0.10092908876338394,3.0194351250102045,3.139897542001563,3.034420042007696
