seed,baseline_logloss,engineered_logloss,delta_logloss,baseline_brier,engineered_brier,baseline_fit_s,engineered_fit_s,baseline_shap_s,engineered_shap_s
42,0.32179763613897744,0.32694793589451016,0.005150299755532717,0.10353536907195501,0.10613245669613164,3.182554874991183,3.2151735829975223,0.35018220799975097,0.34784116699302103
43,0.33767892377699005,0.3210930375463441,-0.01658588623064594,0.10916138042052705,0.10274051798025446,3.133600207991549,3.195576666999841,0.3755323329969542,0.3662283329904312
44,0.3295184585419788,0.3212528197516809,-0.008265638790297902,0.10689950247820829,0.10346765699135295,3.0965458330028923,3.1890630409907317,0.34167958299804013,0.3529070420045173
