cadence,tau,fold,val_start,val_end,model_cpl,n_fills
1,0.4,6,2023-01-29,2023-04-28,188.64830699774274,109
1,0.4,7,2023-04-29,2023-07-27,177.90276497695862,194
1,0.4,8,2023-07-28,2023-10-25,202.54529147982055,77
1,0.4,9,2023-10-26,2024-01-23,196.01213389121347,103
1,0.4,10,2024-01-24,2024-04-22,205.79409090909084,91
1,0.4,11,2024-04-23,2024-07-21,203.19587155963313,145
1,0.4,12,2024-07-22,2024-10-19,183.62372093023265,150
1,0.4,13,2024-10-20,2025-01-17,187.1695833333334,128
1,0.4,14,2025-01-18,2025-04-17,187.78930817610072,142
1,0.5,1,2021-11-05,2022-02-02,166.95011600928078,147
1,0.5,2,2022-02-03,2022-05-03,176.19172113289773,127
1,0.5,3,2022-05-04,2022-08-01,197.5783333333335,130
1,0.5,4,2022-08-02,2022-10-30,171.61228448275867,130
1,0.5,5,2022-10-31,2023-01-28,185.57690631808285,108
1,0.5,6,2023-01-29,2023-04-28,190.09419953596282,87
1,0.5,7,2023-04-29,2023-07-27,176.9872389791184,165
1,0.5,8,2023-07-28,2023-10-25,203.4851351351351,72
1,0.5,9,2023-10-26,2024-01-23,197.17194860813706,93
1,0.5,10,2024-01-24,2024-04-22,205.70318181818178,88
1,0.5,11,2024-04-23,2024-07-21,202.76376146789,123
1,0.5,12,2024-07-22,2024-10-19,182.75441860465128,133
1,0.5,13,2024-10-20,2025-01-17,186.75708333333333,112
1,0.5,14,2025-01-18,2025-04-17,187.43920335429777,124
1,0.6,1,2021-11-05,2022-02-02,170.12540415704382,73
1,0.6,2,2022-02-03,2022-05-03,177.49606126914668,112
1,0.6,3,2022-05-04,2022-08-01,198.25875000000002,105
1,0.6,4,2022-08-02,2022-10-30,173.3762979683973,82
1,0.6,5,2022-10-31,2023-01-28,185.43777292576416,93
1,0.6,6,2023-01-29,2023-04-28,190.77287356321833,80
1,0.6,7,2023-04-29,2023-07-27,176.88571428571427,143
1,0.6,8,2023-07-28,2023-10-25,205.38611111111103,71
1,0.6,9,2023-10-26,2024-01-23,200.25172413793106,86
1,0.6,10,2024-01-24,2024-04-22,205.6349999999999,84
1,0.6,11,2024-04-23,2024-07-21,202.9697459584296,113
1,0.6,12,2024-07-22,2024-10-19,182.2953488372094,122
1,0.6,13,2024-10-20,2025-01-17,187.62958333333333,101
1,0.6,14,2025-01-18,2025-04-17,187.33396226415098,113
1,0.7,1,2021-11-05,2022-02-02,172.3185714285714,70
1,0.7,2,2022-02-03,2022-05-03,179.92428571428567,70
1,0.7,3,2022-05-04,2022-08-01,200.81999999999996,70
1,0.7,4,2022-08-02,2022-10-30,177.11857142857139,70
1,0.7,5,2022-10-31,2023-01-28,189.04142857142855,70
1,0.7,6,2023-01-29,2023-04-28,195.45714285714283,70
1,0.7,7,2023-04-29,2023-07-27,176.27906976744183,117
1,0.7,8,2023-07-28,2023-10-25,205.38611111111103,71
1,0.7,9,2023-10-26,2024-01-23,201.09444444444443,81
1,0.7,10,2024-01-24,2024-04-22,206.47050691244232,80
1,0.7,11,2024-04-23,2024-07-21,203.72032332563515,97
1,0.7,12,2024-07-22,2024-10-19,181.56000000000006,109
1,0.7,13,2024-10-20,2025-01-17,187.39124999999999,94
1,0.7,14,2025-01-18,2025-04-17,190.01600000000005,91
1,0.8,1,2021-11-05,2022-02-02,172.3185714285714,70
1,0.8,2,2022-02-03,2022-05-03,179.92428571428567,70
1,0.8,3,2022-05-04,2022-08-01,200.81999999999996,70
1,0.8,4,2022-08-02,2022-10-30,177.11857142857139,70
1,0.8,5,2022-10-31,2023-01-28,189.04142857142855,70
1,0.8,6,2023-01-29,2023-04-28,195.45714285714283,70
1,0.8,7,2023-04-29,2023-07-27,183.1,70
1,0.8,8,2023-07-28,2023-10-25,206.1828571428571,70
1,0.8,9,2023-10-26,2024-01-23,205.0885714285714,70
1,0.8,10,2024-01-24,2024-04-22,213.09428571428566,70
1,0.8,11,2024-04-23,2024-07-21,208.56285714285713,70
1,0.8,12,2024-07-22,2024-10-19,189.55714285714282,70
1,0.8,13,2024-10-20,2025-01-17,192.67714285714283,70
1,0.8,14,2025-01-18,2025-04-17,195.9771428571428,70
